repo_id;created_date;updated_date;pushed_date;contributions;contributor_1_id;contributor_2_id
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6007;378297;6870896
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6004;378297;10682417
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5954;378297;4399378
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5914;378297;1044841
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5901;378297;7093452
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5873;323934;378297
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5861;378297;1172960
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5845;378297;1389436
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5832;132732;378297
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5808;378297;1491907
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5787;378297;8090422
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5780;378297;1982651
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5779;378297;2968459
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;9948;6599;1089203
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;8907;6599;6279926
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;7679;6599;3400200
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6750;6599;37258283
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6658;6599;8298220
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6542;6599;201627
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6511;6599;141020
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6429;6599;3524784
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6410;6599;1485263
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6333;6599;46793
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6256;6599;282697
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6165;6599;1172125
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6032;6599;380088
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6024;6599;176950
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;6024;6599;7582443
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5984;6599;6870896
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5981;6599;10682417
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5931;6599;4399378
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5891;6599;1044841
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5878;6599;7093452
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5850;6599;323934
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5838;6599;1172960
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5822;6599;1389436
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5809;6599;132732
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5785;6599;1491907
163513344;2018-12-29T13:30:38Z;2018-12-29T13:30:54Z;2018-12-28T13:10:11Z;5764;6599;8090422
