first_number,second_number,date,how_many
42587,377413,2009,2
42587,383699,2009,4
42587,383943,2008,3
42587,385353,2006,3
42587,389972,2006,3
42587,399950,2014,2
42587,402078,2015,2
42587,403176,2009,5
42587,403180,2013,3
42587,403181,2008,3
42587,406590,2007,2
42587,423089,2008,2
42587,423090,2006,3
42587,433389,2009,2
42587,433912,2008,7
42587,435462,2006,2
42587,449750,2009,2
42587,464124,2009,3
42587,465222,2006,4
42587,498552,2015,2
42587,513441,2009,2
42587,513482,2009,2
42587,520955,2009,2
42587,539654,2011,2
42587,539655,2006,4
42587,556769,2006,5
42587,564942,2014,2
42587,567606,2010,3
42587,595518,2009,2
42587,597253,2009,3
42587,604221,2013,2
42587,608497,2010,2
42587,612266,2009,4
42587,614274,2008,4
42587,615229,2009,3
42587,615737,2011,4
42587,619725,2009,2
42587,624489,2013,5
42587,626847,2009,2
42587,629604,2009,2
42587,629836,2008,6
42587,643910,2009,3
42587,644542,2009,2
42587,651622,2008,2
42587,654517,2009,5
42587,684829,2006,2
42587,697324,2009,2
42587,706151,2009,2
42587,706611,2010,2
42587,727822,2009,3
42587,739767,2010,2
42587,739768,2008,2
42587,783831,2009,2
42587,785556,2009,2
42587,810790,2013,2
42587,820248,2011,3
42587,824421,2009,2
42587,843472,2009,2
42587,857630,2009,2
42587,857635,2008,2
42587,858571,2009,3
42587,858787,2009,2
42587,875162,2012,2
42587,877702,2015,2
42587,905468,2008,2
42587,921541,2008,5
42587,921542,2008,3
42587,930121,2015,2
42587,947273,2015,2
42587,949900,2008,4
42587,960050,2008,2
42587,1003039,2009,2
42587,1006033,2009,2
42587,1009341,2014,4
42587,1009665,2009,2
42587,1078556,2010,8
42587,1101585,2008,2
42587,1144325,2008,2
42587,1221972,2015,2
42587,1248091,2009,2
42587,1251170,2009,2
42587,1504387,2009,2
42587,1512760,2015,5
42587,1516737,2013,3
42587,1532569,2012,2
42587,1551572,2015,5
42587,1623851,2015,2
42587,1654630,2009,2
42587,1661689,2013,2
42587,1705081,2015,2
42587,1726185,2008,2
42587,1730903,2017,2
42587,1903179,2013,2
42587,1929714,2013,2
42587,2017688,2015,2
42587,2030707,2015,2
42587,2034939,2015,2
42587,2192846,2014,2
42587,2305395,2015,2
42833,87123,2008,3
42833,166865,2007,2
42845,48157,2006,2
42845,49841,2008,3
42845,53559,2008,2
42845,56091,2006,2
42845,63769,2008,2
42845,65933,2008,2
42845,69232,2008,2
42845,74184,2008,2
42845,76057,2008,2
42845,76718,2006,3
42845,86539,2008,2
42845,95954,2006,3
42845,109152,2008,2
42845,114952,2008,2
42845,124636,2008,2
42845,129976,2008,2
42845,131908,2008,2
42845,140802,2008,2
42845,141783,2008,2
42845,143690,2008,2
42845,148067,2008,2
42845,148069,2008,2
42845,150290,2006,3
42845,156310,2008,2
42845,209092,2008,2
42845,241114,2008,2
42845,317623,2008,2
42845,345225,2008,2
42845,379924,2008,2
42845,509909,2008,2
42845,574205,2008,2
42845,615229,2008,2
42845,697324,2008,2
42850,50380,2010,2
42850,57602,2006,2
42850,74154,2006,2
42850,84189,2006,3
42850,86466,2006,2
42850,86493,2006,2
42850,99806,2006,2
42850,108604,2009,2
42850,130573,2006,2
42850,131922,2005,2
42850,136227,2009,2
42850,161351,2006,2
42850,204194,2005,2
42850,255432,2006,2
42850,273914,2005,2
42850,317625,2006,3
42850,332898,2006,2
42850,372101,2006,2
42850,378093,2006,2
42850,556769,2009,3
42850,612573,2006,2
42850,633585,2006,2
42850,691079,2009,2
42850,706151,2009,2
42850,739769,2010,2
42850,1039377,2013,2
42877,92988,2005,2
42877,237005,2008,2
42881,61316,2014,2
42881,1078556,2019,2
42881,1103258,2019,2
42881,1570944,2014,2
42881,1676494,2014,2
42886,91618,2005,2
43350,44543,2010,2
43350,50578,2007,2
43350,56092,2007,2
43350,60294,2007,3
43350,86638,2007,3
43350,99806,2006,2
43350,131857,2007,2
43350,161351,2006,2
43350,205368,2007,2
43350,226958,2007,3
43350,252962,2007,3
43350,255432,2006,2
43350,270871,2007,2
43350,275753,2005,2
43350,284433,2006,2
43350,342642,2006,2
43350,372101,2006,2
43350,378093,2006,2
43350,403180,2007,2
43350,433912,2007,3
43350,543812,2007,2
43350,552588,2007,3
43350,595229,2007,3
43350,633585,2006,2
43350,844614,2007,3
43350,844617,2007,3
43350,844618,2007,3
43350,914566,2007,2
43350,1063727,2007,2
43350,1149378,2007,2
43351,317657,2010,2
43351,329941,2014,2
43376,95134,2008,2
43376,129248,2008,2
43406,44541,2013,2
43406,93022,2007,4
43406,141783,2013,2
43406,374861,2013,2
43409,97474,2014,2
43409,115062,2009,3
43409,141783,2014,2
43409,209981,2009,2
43410,48277,2006,4
43410,48662,2007,3
43410,56091,2006,3
43410,60218,2005,2
43410,60943,2010,2
43410,74154,2006,4
43410,86623,2005,2
43410,87746,2005,2
43410,89403,2005,3
43410,124698,2010,2
43410,140816,2005,2
43410,142551,2014,2
43410,176322,2005,2
43410,184880,2014,2
43410,253527,2005,2
43410,582766,2010,2
43410,595229,2009,5
43410,657081,2010,2
43410,810972,2013,2
43410,911352,2013,2
43410,915041,2010,2
43410,1539507,2013,2
43491,392907,2013,2
43493,706151,2011,3
43493,930116,2018,2
43493,1229757,2016,2
43493,1539689,2015,2
43493,1540389,2010,2
43493,1551572,2014,2
43493,1661689,2014,3
43493,1794958,2015,2
43493,1981401,2016,2
43497,44001,2014,2
43497,393972,2010,2
43497,464124,2014,2
43497,513488,2014,2
43497,2034939,2014,2
43648,48134,2010,2
43648,68279,2009,3
43648,74184,2011,3
43648,91171,2010,2
43648,124299,2011,2
43648,124636,2011,2
43648,129972,2009,2
43648,141783,2010,2
43648,157151,2011,2
43648,157333,2005,2
43648,241108,2011,2
43648,318562,2008,2
43648,318563,2011,3
43648,379936,2008,2
43648,403176,2010,2
43648,462127,2011,2
43648,1101585,2011,2
43649,139293,2006,2
43649,170327,2006,2
43689,45554,2006,2
43689,164931,2006,2
43731,47139,2009,2
43731,48662,2009,4
43731,60012,2009,2
43731,61991,2014,2
43731,66929,2009,2
43731,68036,2009,2
43731,71675,2008,3
43731,74154,2014,2
43731,108796,2009,2
43731,118887,2009,2
43731,131915,2008,2
43731,138142,2007,2
43731,141780,2014,2
43731,152093,2009,2
43731,152937,2008,3
43731,156419,2008,2
43731,157158,2009,2
43731,170332,2009,2
43731,175753,2007,2
43731,195279,2008,3
43731,196603,2009,2
43731,230673,2014,2
43731,232896,2009,2
43731,237005,2007,2
43731,241105,2009,3
43731,255849,2014,2
43731,283159,2009,2
43731,295420,2014,2
43731,311468,2009,2
43731,317625,2009,3
43731,333902,2009,2
43731,337543,2009,2
43731,339592,2009,2
43731,348171,2009,2
43731,377412,2014,2
43731,379924,2014,2
43731,433912,2008,3
43731,498552,2014,2
43731,513441,2009,2
43731,520955,2009,2
43731,522231,2009,2
43731,614274,2008,3
43731,615229,2009,2
43731,626847,2009,2
43731,644542,2009,2
43731,691079,2014,2
43731,727822,2009,2
43731,785556,2009,2
43731,824421,2009,2
43731,843472,2009,2
43731,857630,2009,2
43731,858571,2009,2
43731,858787,2009,4
43731,921541,2008,3
43731,949900,2008,2
43731,973966,2014,2
43731,1003039,2009,2
43731,1006033,2009,2
43731,1009665,2009,2
43731,1504387,2009,2
43731,1592394,2014,2
43731,1654630,2009,2
43731,2163965,2014,2
43731,2163977,2014,2
43732,138717,2010,2
43732,483418,2010,2
43834,131945,2010,2
43834,132242,2011,2
43834,161344,2010,2
43834,379924,2010,2
43834,619427,2016,3
43834,809125,2016,2
43834,813442,2019,2
44001,120287,2005,2
44001,513488,2014,2
44001,2034939,2014,2
44002,44333,2016,2
44002,44545,2013,3
44002,47633,2016,2
44002,47805,2017,3
44002,48140,2008,3
44002,48152,2011,5
44002,48181,2006,3
44002,50379,2007,3
44002,50380,2014,3
44002,52565,2007,3
44002,59697,2012,2
44002,63720,2007,2
44002,64298,2013,4
44002,71114,2007,2
44002,78445,2007,2
44002,93140,2015,2
44002,93706,2011,3
44002,95951,2008,3
44002,97474,2007,4
44002,97742,2011,3
44002,99464,2018,2
44002,104338,2018,3
44002,108604,2012,3
44002,115982,2012,3
44002,117975,2018,3
44002,119948,2016,3
44002,121540,2016,3
44002,124299,2009,5
44002,124685,2007,2
44002,124688,2009,3
44002,129838,2012,3
44002,130293,2006,3
44002,130576,2014,3
44002,151848,2012,2
44002,152883,2007,4
44002,152937,2012,5
44002,156048,2016,3
44002,156310,2008,3
44002,156419,2011,2
44002,156864,2016,2
44002,157404,2007,2
44002,170327,2016,2
44002,174042,2008,5
44002,174043,2007,3
44002,204194,2017,3
44002,204196,2007,3
44002,209981,2012,4
44002,235135,2016,2
44002,243888,2014,2
44002,297203,2012,3
44002,304634,2006,3
44002,318562,2010,3
44002,326879,2007,5
44002,332898,2012,3
44002,374861,2012,3
44002,379936,2007,4
44002,383943,2014,3
44002,423090,2011,3
44002,445362,2007,3
44002,445411,2011,4
44002,461789,2011,3
44002,470324,2013,2
44002,480227,2012,3
44002,529601,2017,2
44002,557519,2007,2
44002,580438,2015,2
44002,615158,2012,2
44002,622586,2013,2
44002,628438,2007,3
44002,706151,2012,5
44002,706636,2013,4
44002,726169,2008,2
44002,778753,2013,3
44002,858923,2018,2
44002,899631,2013,2
44002,900512,2012,2
44002,911797,2014,3
44002,930116,2007,3
44002,947273,2016,3
44002,948371,2016,2
44002,953272,2016,2
44002,956083,2017,2
44002,1103781,2011,5
44002,1116799,2007,2
44002,1138697,2007,5
44002,1223717,2013,3
44002,1259111,2012,3
44002,1512760,2015,2
44002,1513839,2016,2
44002,1516737,2011,2
44002,1551572,2014,2
44002,1564011,2017,2
44002,1602257,2012,2
44002,1661689,2014,2
44002,1851036,2012,3
44002,1978489,2007,3
44002,1981401,2016,2
44002,2030707,2017,2
44002,2037563,2016,2
44002,2051561,2018,3
44002,2051565,2007,3
44002,2052781,2015,3
44002,2202013,2015,2
44002,2282187,2017,2
44002,2511703,2017,2
44002,2665020,2017,3
44002,2709711,2017,2
44004,152897,2005,2
44006,48152,2009,3
44006,115062,2005,2
44006,141780,2012,2
44006,196986,2005,2
44006,205368,2009,2
44006,1661689,2014,3
44328,175753,2009,2
44333,46682,2009,2
44333,47631,2010,2
44333,48152,2015,3
44333,48277,2009,3
44333,52565,2015,2
44333,52604,2009,3
44333,56090,2009,2
44333,56091,2015,3
44333,56762,2009,2
44333,58946,2009,2
44333,60783,2009,3
44333,62646,2009,2
44333,63769,2009,2
44333,68039,2009,2
44333,69232,2009,2
44333,76057,2009,2
44333,86250,2009,2
44333,86413,2015,2
44333,86951,2009,2
44333,95954,2009,2
44333,100793,2019,2
44333,100794,2019,2
44333,115984,2009,2
44333,117299,2009,2
44333,124694,2009,2
44333,129977,2013,2
44333,138878,2009,2
44333,141783,2015,2
44333,152086,2009,3
44333,156310,2009,5
44333,205368,2009,3
44333,207628,2016,2
44333,229623,2015,2
44333,230673,2009,2
44333,252965,2018,2
44333,256746,2017,3
44333,273919,2009,2
44333,283864,2012,3
44333,317643,2015,2
44333,329941,2009,3
44333,374861,2016,4
44333,381717,2018,2
44333,396148,2018,2
44333,411164,2009,5
44333,423089,2017,2
44333,438022,2015,3
44333,498552,2015,2
44333,604231,2009,2
44333,625676,2009,2
44333,645907,2009,3
44333,706611,2009,2
44333,718616,2008,3
44333,845231,2009,2
44333,847675,2015,2
44333,899631,2017,3
44333,921542,2016,2
44333,923869,2009,4
44333,971689,2008,5
44333,1003039,2009,2
44333,1673474,2016,2
44333,1780028,2015,3
44333,1978489,2017,2
44333,2051936,2018,2
44363,86633,2008,2
44363,129245,2008,2
44363,195274,2008,2
44363,462127,2008,2
44363,935697,2011,2
44363,1040696,2014,2
44448,50875,2016,2
44448,64453,2019,2
44448,131909,2009,3
44448,144412,2009,2
44448,152937,2009,3
44448,241108,2009,3
44448,433389,2016,2
44448,2013081,2016,2
44453,603708,2007,2
44502,237005,2007,3
44502,851892,2007,2
44539,44613,2005,2
44539,45558,2005,2
44539,124699,2005,2
44539,131857,2005,2
44539,139229,2005,2
44539,156419,2005,2
44539,161319,2005,2
44539,164047,2005,2
44539,270157,2005,2
44539,272260,2007,2
44539,277861,2005,2
44539,651622,2005,2
44541,49283,2005,2
44541,68279,2005,2
44541,74179,2011,2
44541,97742,2011,2
44541,115062,2005,2
44541,196986,2005,2
44541,1540097,2017,2
44542,108604,2007,2
44542,110295,2010,2
44542,283864,2011,2
44542,897010,2011,2
44543,48178,2010,2
44543,58223,2008,2
44543,59971,2008,2
44543,68228,2007,2
44543,74152,2008,2
44543,74154,2008,2
44543,84565,2008,2
44543,89403,2007,2
44543,91169,2008,2
44543,115982,2007,2
44543,121540,2008,2
44543,129363,2008,2
44543,130573,2008,2
44543,140322,2008,2
44543,141783,2007,3
44543,142499,2013,2
44543,142640,2007,2
44543,143173,2008,2
44543,143690,2013,3
44543,144549,2008,2
44543,152086,2013,2
44543,161318,2008,2
44543,161350,2008,2
44543,161361,2008,2
44543,161557,2008,2
44543,164931,2008,2
44543,166425,2008,2
44543,195279,2008,2
44543,195302,2008,2
44543,252866,2008,2
44543,418309,2008,2
44543,433819,2007,2
44543,455332,2008,2
44543,527419,2008,2
44543,581939,2008,2
44543,625245,2007,2
44543,631432,2008,3
44543,700796,2008,2
44543,700797,2008,2
44543,781775,2013,2
44543,825656,2013,3
44543,1111085,2013,2
44543,1141209,2013,2
44543,1907596,2013,2
44545,47804,2014,3
44545,48152,2009,6
44545,49841,2007,3
44545,54765,2009,2
44545,59272,2007,2
44545,68279,2007,4
44545,74184,2013,3
44545,119948,2007,3
44545,129977,2013,2
44545,130576,2010,4
44545,157151,2011,2
44545,204194,2013,2
44545,241108,2010,4
44545,243883,2010,2
44545,255880,2006,2
44545,300254,2015,2
44545,318562,2008,3
44545,332898,2013,2
44545,357831,2013,2
44545,399950,2010,3
44545,403180,2013,3
44545,423090,2007,2
44545,527444,2009,2
44545,547890,2008,2
44545,564942,2007,2
44545,603708,2014,3
44545,608497,2013,3
44545,624489,2009,2
44545,626567,2012,2
44545,706611,2013,2
44545,706636,2008,5
44545,857439,2010,2
44545,875162,2013,2
44545,897010,2009,2
44545,930116,2008,2
44545,935697,2011,2
44545,948371,2012,4
44545,988972,2009,2
44545,1009341,2010,3
44545,1078556,2014,2
44545,1111085,2013,2
44545,1259111,2013,2
44545,1512760,2016,2
44545,1584474,2012,2
44545,1705081,2011,2
44545,1932799,2013,2
44545,2034939,2015,2
44545,2037563,2016,2
44545,2262749,2014,2
44560,48270,2006,2
44562,86539,2009,3
44562,156419,2010,2
44562,285343,2009,2
44562,464409,2010,2
44562,629836,2014,2
44562,1500526,2010,2
44611,108472,2009,2
44611,108604,2009,3
44611,147050,2009,2
44611,174047,2009,2
44611,254164,2009,3
44611,270871,2009,2
44611,317619,2009,2
44611,377413,2009,2
44611,629604,2009,2
44611,727822,2009,2
44611,781453,2013,2
44611,873014,2009,2
44612,64251,2015,2
44612,74153,2015,3
44612,85647,2015,2
44612,108819,2015,2
44612,150403,2015,2
44612,195302,2015,2
44612,243883,2015,2
44612,275753,2015,2
44612,290819,2015,2
44612,293883,2015,2
44612,339592,2015,2
44612,463491,2015,2
44612,477729,2015,2
44612,567606,2015,2
44612,580438,2015,2
44612,781453,2015,2
44612,784507,2015,2
44612,800793,2015,2
44612,887797,2015,2
44612,923137,2015,2
44612,1189419,2015,3
44612,1243094,2015,2
44612,1265772,2015,2
44612,1906997,2015,2
44613,54765,2009,3
44613,66693,2013,3
44613,68279,2007,5
44613,86830,2006,2
44613,90545,2009,2
44613,108472,2009,2
44613,108604,2007,3
44613,147050,2009,2
44613,152087,2008,3
44613,174047,2009,2
44613,196992,2012,3
44613,232883,2014,2
44613,241108,2010,6
44613,243883,2010,2
44613,270871,2009,2
44613,317618,2009,2
44613,317619,2009,2
44613,377413,2009,2
44613,481708,2006,2
44613,527420,2014,3
44613,564942,2014,2
44613,629604,2009,2
44613,643914,2014,2
44613,739769,2010,2
44613,873014,2009,2
44613,897010,2010,2
44613,947273,2014,2
44613,948371,2012,2
44613,1420834,2012,2
44613,1546729,2014,2
44613,1568244,2015,2
44613,1794958,2014,2
44613,1932799,2013,2
44620,110295,2006,2
44620,131922,2005,3
44620,140198,2005,2
44620,143168,2005,2
44620,156185,2005,2
44620,1654630,2006,2
44623,139160,2009,2
44623,317624,2009,2
44623,318563,2014,2
44623,527209,2009,2
44623,585826,2009,2
44623,659673,2009,2
44623,986206,2009,2
44623,1532569,2013,2
44623,1542801,2014,2
44625,64032,2007,2
44625,204195,2007,2
44625,232881,2005,2
44625,357860,2006,2
44625,638289,2005,3
44625,697742,2006,2
44625,837645,2005,3
44627,56091,2014,3
44627,59022,2007,3
44627,87123,2008,4
44627,93140,2014,2
44627,95952,2008,2
44627,97010,2015,3
44627,97474,2007,4
44627,115982,2015,3
44627,121540,2016,3
44627,124299,2007,3
44627,129977,2008,2
44627,131915,2008,2
44627,140801,2008,2
44627,147054,2017,2
44627,156864,2018,2
44627,161321,2008,2
44627,164740,2015,2
44627,174042,2008,5
44627,188236,2006,4
44627,196993,2008,4
44627,241108,2016,3
44627,243555,2015,2
44627,374861,2007,3
44627,383943,2007,3
44627,423090,2014,4
44627,433912,2006,3
44627,513443,2016,2
44627,684829,2008,3
44627,706636,2008,3
44627,739768,2008,2
44627,810790,2016,5
44627,921542,2008,2
44627,949900,2008,2
44627,960050,2008,2
44627,1078556,2016,3
44627,1111085,2008,4
44627,1189419,2016,2
44627,1225027,2008,3
44627,1512760,2015,2
44627,1513839,2016,2
44627,1516737,2016,2
44627,1551572,2015,2
44627,1676494,2016,2
44627,1705081,2016,2
44627,1851036,2015,2
44627,2051561,2016,2
44627,2052781,2016,2
45057,57602,2006,2
45057,86466,2006,2
45057,108604,2007,2
45057,161351,2006,2
45057,255432,2006,2
45057,284433,2006,2
45057,342642,2006,2
45057,372101,2006,2
45057,378093,2006,2
45057,633585,2006,3
45274,45558,2007,2
45274,48178,2007,3
45274,57666,2006,2
45274,59494,2006,3
45274,73964,2006,2
45274,86063,2006,3
45274,114952,2006,2
45274,131857,2006,2
45274,141782,2007,2
45274,148067,2006,2
45274,157159,2006,2
45274,161321,2007,2
45274,161322,2006,2
45274,161359,2006,2
45274,196992,2006,3
45274,241275,2006,2
45274,242759,2006,3
45274,243883,2007,2
45274,256746,2007,2
45274,273914,2006,2
45274,433389,2007,2
45274,509909,2007,2
45274,520963,2006,2
45274,547249,2006,2
45274,613518,2006,2
45274,619427,2007,2
45274,631903,2007,2
45274,637219,2006,2
45274,651622,2006,2
45274,707238,2008,2
45274,774992,2006,2
45554,109426,2007,2
45554,196986,2016,2
45554,793873,2011,3
45554,930116,2007,2
45557,196986,2005,2
45950,930121,2009,2
45970,117197,2007,2
45970,124685,2007,2
45970,204193,2007,3
45970,557519,2007,2
45970,1138697,2007,2
45970,2051565,2007,2
46130,99465,2006,2
46130,166865,2011,2
46130,423090,2006,2
46130,581153,2006,2
46346,57665,2006,2
46346,57666,2006,3
46346,64251,2006,2
46346,73964,2006,4
46346,86063,2006,2
46346,87123,2006,4
46346,109011,2006,2
46346,131857,2006,3
46346,139725,2006,3
46346,141783,2006,4
46346,143223,2006,3
46346,161319,2006,2
46346,291556,2006,2
46346,292887,2006,2
46346,464410,2006,2
46346,557519,2019,2
46346,650792,2006,2
46348,49065,2006,2
46348,52978,2006,2
46348,60837,2006,2
46348,63565,2006,2
46348,86473,2006,2
46348,140801,2006,2
46348,151657,2006,2
46348,207528,2006,2
46348,232890,2006,2
46348,295421,2006,2
46348,455332,2006,2
46348,498553,2006,2
46348,527419,2006,2
46348,581939,2006,2
46407,878300,2008,2
46682,52604,2009,2
46682,86951,2009,2
46682,117299,2009,2
46682,205368,2008,3
46682,223111,2005,2
46682,230673,2009,2
46682,273919,2009,2
46682,277877,2005,4
46682,625676,2008,3
46682,718616,2009,2
46682,845231,2009,2
46682,923869,2009,2
46682,971689,2009,2
46753,79808,2006,5
46753,506320,2006,2
46996,61716,2008,6
46996,68279,2005,4
46996,73640,2010,2
46996,91169,2006,2
46996,115062,2005,2
46996,118552,2010,2
46996,255841,2011,5
46996,393972,2006,2
46996,403176,2009,2
46996,567606,2016,2
46996,930116,2011,2
46997,50578,2007,2
46997,60294,2007,2
46997,131857,2007,2
46997,152885,2007,2
46997,226958,2007,2
46997,252962,2007,2
46997,270871,2007,2
46997,314723,2007,2
46997,403180,2007,2
46997,844614,2007,2
46997,844618,2007,2
46998,48179,2005,2
46998,556770,2005,2
47126,644180,2009,2
47133,110295,2006,3
47133,148067,2006,2
47133,152086,2006,2
47133,163946,2006,2
47133,237002,2006,2
47133,252861,2006,2
47133,362884,2006,2
47133,592863,2008,2
47133,603708,2010,2
47139,47804,2009,2
47139,60012,2009,2
47139,63268,2009,2
47139,71675,2009,2
47139,108796,2009,2
47139,118887,2009,2
47139,152093,2009,2
47139,157158,2009,2
47139,170332,2009,2
47139,196603,2009,2
47139,232896,2009,2
47139,283159,2009,2
47139,311468,2009,2
47139,317625,2009,2
47139,333902,2009,2
47139,337543,2009,2
47139,339592,2009,2
47139,348171,2009,2
47139,449750,2009,2
47139,513441,2009,2
47139,513482,2009,2
47139,520955,2009,2
47139,522231,2009,2
47139,615229,2009,2
47139,626847,2009,2
47139,644542,2009,2
47139,727822,2009,2
47139,785556,2009,2
47139,824421,2009,2
47139,843472,2009,2
47139,857630,2009,2
47139,858571,2009,2
47139,858787,2009,2
47139,964662,2009,2
47139,1003039,2009,2
47139,1006033,2009,2
47139,1009665,2009,2
47139,1504387,2009,2
47139,1654630,2009,2
47337,52978,2006,2
47337,60837,2006,2
47337,63565,2006,2
47337,86473,2006,2
47337,140801,2006,2
47337,151657,2006,2
47337,207528,2006,2
47337,232890,2006,2
47337,295421,2006,2
47337,455332,2006,2
47337,498553,2006,2
47337,527419,2006,2
47337,581939,2006,2
47417,122373,2007,2
47417,1940476,2006,2
47427,257694,2006,2
47558,462127,2006,4
47558,1568245,2016,2
47595,48152,2014,2
47595,48277,2015,2
47595,124636,2012,2
47595,136705,2012,2
47595,241108,2012,2
47595,527420,2012,2
47595,987910,2012,2
47595,1513839,2012,2
47595,1911546,2015,2
47631,48152,2012,3
47631,48280,2017,2
47631,58946,2010,2
47631,69499,2018,2
47631,110295,2011,2
47631,115806,2012,2
47631,117975,2010,2
47631,124694,2010,2
47631,138878,2010,2
47631,329941,2010,2
47631,423089,2017,2
47631,462127,2011,3
47631,608626,2010,2
47631,773615,2018,2
47631,1003039,2010,2
47631,1081124,2018,2
47633,49842,2017,2
47633,68279,2011,3
47633,69231,2017,2
47633,141783,2016,3
47633,403176,2016,3
47633,624489,2017,2
47633,930116,2011,3
47633,947273,2016,2
47633,1981401,2017,2
47637,47874,2005,2
47799,48188,2005,2
47799,49286,2018,2
47799,93140,2015,2
47799,108806,2015,2
47799,118548,2005,2
47799,132908,2016,2
47799,138512,2008,3
47799,393348,2016,2
47799,403177,2005,2
47799,564941,2013,2
47799,608497,2008,3
47799,622592,2006,2
47799,920102,2013,3
47799,1223717,2013,2
47799,2368405,2016,2
47801,68279,2009,2
47802,108801,2009,2
47802,393972,2008,3
47804,48152,2015,3
47804,49841,2009,3
47804,49842,2019,2
47804,56093,2007,3
47804,60012,2009,2
47804,65933,2009,3
47804,66929,2009,2
47804,68036,2009,2
47804,68279,2007,4
47804,71675,2009,2
47804,93706,2008,3
47804,108796,2009,2
47804,109011,2007,2
47804,118887,2009,2
47804,144128,2009,3
47804,148069,2009,3
47804,152093,2009,2
47804,157158,2009,3
47804,161153,2005,4
47804,170332,2009,2
47804,174042,2008,4
47804,195274,2016,3
47804,196603,2009,2
47804,232896,2009,2
47804,236998,2007,3
47804,241105,2009,3
47804,243555,2019,2
47804,283159,2009,2
47804,311468,2009,2
47804,317625,2009,3
47804,317643,2005,2
47804,333902,2009,2
47804,337543,2009,2
47804,339592,2009,2
47804,345225,2008,4
47804,348171,2009,2
47804,383699,2009,5
47804,403177,2005,2
47804,403180,2005,2
47804,403181,2005,2
47804,411164,2009,3
47804,433912,2009,3
47804,449750,2009,2
47804,513441,2009,2
47804,513482,2009,2
47804,520955,2009,2
47804,522231,2009,2
47804,603708,2007,4
47804,604744,2009,3
47804,611365,2007,2
47804,615229,2009,2
47804,620192,2017,2
47804,626847,2009,2
47804,644542,2009,2
47804,706636,2009,3
47804,727822,2009,2
47804,793873,2016,2
47804,824421,2009,2
47804,843472,2009,2
47804,857630,2009,2
47804,858571,2009,2
47804,858787,2009,2
47804,875162,2017,2
47804,926001,2017,3
47804,930116,2007,2
47804,948371,2014,2
47804,1003039,2009,2
47804,1006033,2009,2
47804,1009665,2009,2
47804,1101585,2019,2
47804,1276059,2014,3
47804,1504387,2009,2
47804,1653012,2019,2
47804,1654630,2009,2
47804,1714312,2019,2
47804,1978489,2015,4
47804,2262749,2014,2
47804,2305735,2019,2
47804,2492170,2014,2
47805,52265,2008,2
47805,52609,2009,2
47805,74153,2018,2
47805,95954,2009,3
47805,99464,2018,2
47805,115062,2005,3
47805,118887,2014,2
47805,124698,2007,3
47805,129245,2007,3
47805,148066,2010,3
47805,151848,2017,2
47805,152883,2014,3
47805,156747,2019,2
47805,157159,2007,2
47805,161153,2013,3
47805,161347,2017,2
47805,188236,2013,3
47805,195274,2007,6
47805,209981,2005,3
47805,232881,2015,2
47805,235809,2007,2
47805,243555,2018,2
47805,254164,2009,4
47805,255849,2017,2
47805,283864,2007,3
47805,374861,2013,3
47805,433389,2007,2
47805,433912,2013,4
47805,445362,2017,2
47805,464409,2010,2
47805,480227,2018,2
47805,603708,2014,2
47805,612266,2013,2
47805,620192,2017,2
47805,624489,2012,2
47805,654517,2017,2
47805,706151,2018,2
47805,725083,2007,2
47805,877702,2017,3
47805,926001,2018,2
47805,930116,2007,2
47805,935266,2017,2
47805,947273,2012,4
47805,948371,2018,2
47805,949900,2018,2
47805,1005290,2018,2
47805,1103258,2018,2
47805,1513839,2018,3
47805,1516737,2013,2
47805,1623851,2012,2
47805,1623852,2012,2
47805,1654630,2007,2
47805,1673474,2017,4
47805,1705081,2014,2
47805,1884080,2017,3
47805,1978489,2017,3
47805,2037564,2018,2
47805,2051561,2018,2
47805,2135589,2014,2
47805,2323385,2018,2
47805,2390540,2016,2
47805,2613611,2018,2
47874,76280,2005,2
47874,105933,2005,2
47874,124694,2005,2
47874,129975,2005,2
47874,131909,2005,2
47874,131945,2005,2
47874,148066,2005,3
47874,152928,2005,2
47874,152946,2005,2
47874,157500,2010,2
47874,174042,2005,4
47874,195277,2005,3
47874,206757,2005,2
47874,207501,2005,3
47874,235809,2005,2
47874,250809,2005,3
47874,257694,2005,2
47874,260981,2005,2
47874,297190,2005,2
47874,297264,2005,3
47874,304511,2005,2
47874,317657,2005,2
47874,332898,2009,2
47874,363385,2005,2
47874,406138,2005,2
47874,464713,2013,2
47874,492628,2005,2
47874,527418,2005,2
47874,527424,2005,2
47874,527893,2017,2
47874,600548,2010,3
47874,610691,2005,2
47874,718612,2005,2
47874,818417,2005,2
47874,2409351,2017,2
48131,195303,2008,2
48131,462127,2006,2
48134,48176,2014,2
48134,49961,2010,2
48134,54765,2013,2
48134,64251,2015,2
48134,68031,2009,4
48134,86408,2006,2
48134,86493,2006,2
48134,93140,2018,2
48134,99464,2009,2
48134,108819,2015,2
48134,110295,2006,3
48134,124636,2006,4
48134,129977,2009,3
48134,131913,2008,2
48134,150403,2015,2
48134,195274,2008,3
48134,204194,2009,4
48134,204195,2006,2
48134,204873,2014,2
48134,243883,2011,3
48134,290819,2015,2
48134,293883,2015,2
48134,339592,2015,2
48134,445411,2018,2
48134,455341,2018,2
48134,477729,2015,3
48134,480227,2009,3
48134,493495,2011,3
48134,567606,2015,3
