first_number,second_number,date,how_many
405,357831,2005,3
405,383699,2009,2
405,455341,2010,2
405,464124,2007,5
405,464475,2005,3
405,556769,2010,2
405,557519,2007,2
405,592863,2009,3
405,595229,2011,3
405,614274,2010,3
405,624489,2013,3
405,625676,2009,2
405,643910,2009,3
405,706635,2007,2
405,706636,2007,2
405,718616,2009,2
405,735244,2007,2
405,739769,2010,2
405,821499,2010,2
405,845231,2009,2
405,897010,2010,3
405,906130,2010,2
405,923869,2009,2
405,971689,2009,3
405,1009341,2010,2
405,1078556,2013,2
405,1111085,2010,2
405,1208660,2014,2
405,1223711,2010,2
405,1513839,2014,2
405,1537880,2010,2
405,1537886,2010,2
405,1551572,2014,2
405,1620495,2014,2
405,1794958,2014,3
405,1932799,2013,2
406,3387,2007,2
406,44543,2008,2
406,69443,2008,2
406,87746,2008,2
406,89403,2007,2
406,114953,2007,2
406,115984,2007,2
406,255835,2011,2
406,464409,2005,3
406,684829,2008,2
407,84425,2008,2
407,91169,2008,3
407,209968,2008,2
407,242759,2008,2
407,492556,2011,2
407,797932,2008,2
408,59496,2007,2
408,93226,2007,2
408,148069,2007,2
408,201154,2007,2
408,330992,2007,2
408,589594,2007,2
408,807375,2007,2
408,2218302,2017,2
410,11989,2009,4
410,43410,2007,2
410,48662,2007,3
410,335682,2007,2
410,389028,2007,2
412,48140,2006,2
412,57665,2006,2
412,64251,2006,2
412,73964,2006,2
412,128554,2006,2
412,131857,2006,2
412,195279,2006,2
412,291556,2006,2
412,292887,2006,2
412,464410,2006,2
412,650792,2006,2
415,427,2005,3
415,3942,2005,5
415,5067,2005,3
415,7896,2008,2
415,8699,2005,2
415,8732,2008,2
415,8856,2005,2
415,10548,2009,2
415,11028,2008,2
415,11768,2008,2
415,31718,2005,2
415,41902,2008,3
415,42587,2008,3
415,56093,2005,3
415,58946,2011,2
415,59256,2005,2
415,65933,2005,3
415,66693,2008,3
415,74712,2005,2
415,76280,2008,2
415,76960,2005,3
415,100969,2005,3
415,101892,2005,3
415,104338,2005,2
415,111323,2005,2
415,120310,2008,2
415,124694,2005,2
415,129838,2005,2
415,131856,2005,3
415,131917,2005,2
415,139229,2005,3
415,144284,2005,3
415,144409,2008,2
415,150894,2005,2
415,156419,2005,2
415,157333,2005,2
415,161319,2005,2
415,161346,2005,2
415,163946,2005,2
415,164047,2005,2
415,170327,2005,3
415,175753,2005,2
415,187074,2008,4
415,188236,2008,2
415,196992,2005,2
415,196993,2008,3
415,207465,2005,2
415,232889,2009,2
415,236998,2008,2
415,237005,2008,3
415,241105,2005,3
415,243554,2005,2
415,243555,2005,2
415,243856,2005,4
415,243883,2005,2
415,243888,2005,3
415,255835,2008,2
415,255848,2008,2
415,276518,2008,2
415,297149,2008,3
415,326879,2005,3
415,345225,2005,3
415,352230,2005,2
415,378512,2011,2
415,383699,2008,2
415,389032,2005,2
415,403181,2008,2
415,411164,2005,3
415,422242,2005,2
415,423696,2005,2
415,433912,2008,4
415,442105,2008,2
415,464125,2005,3
415,498551,2008,2
415,498552,2005,2
415,509903,2008,2
415,527220,2008,2
415,547232,2008,2
415,547249,2005,2
415,591770,2008,2
415,597253,2005,2
415,610374,2008,3
415,612266,2008,2
415,638289,2008,3
415,651622,2005,2
415,659228,2005,2
415,684829,2005,2
415,706636,2008,2
415,725082,2008,4
415,739768,2008,3
415,798130,2008,3
415,828862,2011,2
415,855641,2008,2
415,860263,2008,2
415,870842,2008,2
415,946054,2008,4
415,949900,2005,2
415,953272,2008,2
415,1262135,2008,2
415,1265772,2008,2
415,1568244,2008,2
415,1726185,2008,2
417,80758,2008,2
417,129838,2010,2
417,138878,2009,2
417,152086,2007,2
417,161344,2008,2
417,183388,2008,2
417,283823,2010,2
417,295421,2006,2
417,726169,2010,2
417,781775,2013,2
417,825656,2013,2
417,923792,2008,2
417,1111085,2013,2
417,1141209,2013,2
418,564942,2005,2
422,2864,2007,3
422,6961,2007,2
422,7897,2007,3
422,8081,2007,2
422,8897,2007,2
422,48149,2007,6
422,48280,2007,2
422,49841,2007,2
422,58223,2007,2
422,58953,2010,2
422,59272,2007,2
422,60942,2007,2
422,68279,2007,2
422,76057,2007,3
422,86473,2010,2
422,109152,2007,3
422,124636,2007,3
422,129248,2007,2
422,140322,2007,2
422,147051,2007,2
422,152883,2011,2
422,152885,2010,2
422,157333,2010,2
422,209092,2007,2
422,222087,2011,2
422,232881,2007,2
422,332898,2010,2
422,564942,2007,3
422,604230,2010,2
422,629836,2007,2
422,640193,2010,2
422,643884,2010,2
422,828862,2011,2
422,988972,2010,2
422,1714312,2011,2
424,499,2010,2
424,3442,2008,2
424,4289,2010,3
424,5088,2005,4
424,8856,2005,3
424,8931,2006,5
424,41263,2010,2
424,44543,2008,2
424,59251,2006,2
424,59971,2008,2
424,74154,2006,5
424,74184,2006,3
424,89403,2005,2
424,91316,2015,2
424,108604,2015,2
424,124688,2005,3
424,129363,2008,2
424,129838,2015,3
424,130292,2015,2
424,130573,2008,2
424,138717,2010,2
424,140322,2008,2
424,141780,2006,2
424,143173,2008,2
424,146820,2005,2
424,147053,2005,2
424,161318,2008,2
424,161350,2008,2
424,161361,2008,2
424,161557,2008,2
424,195279,2008,2
424,195302,2008,2
424,237005,2006,2
424,254234,2006,2
424,300254,2016,2
424,363055,2010,2
424,403188,2010,2
424,418309,2006,4
424,431408,2010,2
424,455332,2008,2
424,483418,2010,2
424,527419,2008,2
424,581939,2008,2
424,604466,2005,2
424,700796,2008,2
424,700797,2008,2
424,706151,2016,2
424,778753,2010,3
424,840626,2010,2
424,1103781,2015,2
424,1223717,2013,2
424,1563993,2014,2
424,1571839,2014,2
424,1936718,2015,2
424,1995377,2013,2
425,499,2010,3
425,4732,2006,2
425,6796,2005,2
425,7400,2005,4
425,7586,2008,2
425,8405,2006,4
425,8703,2007,4
425,8732,2007,2
425,8928,2017,2
425,10101,2005,2
425,31462,2005,2
425,31641,2005,2
425,44562,2009,2
425,48152,2010,4
425,69443,2008,2
425,69499,2017,2
425,86566,2008,2
425,87746,2008,2
425,89403,2007,2
425,91169,2006,5
425,91171,2011,3
425,98332,2017,2
425,115806,2017,2
425,124698,2007,2
425,129838,2007,2
425,130292,2005,2
425,131415,2005,3
425,131856,2005,2
425,138717,2010,2
425,139201,2017,2
425,140198,2007,2
425,144550,2011,2
425,150899,2017,2
425,152937,2005,4
425,152973,2017,2
425,161359,2006,2
425,164931,2006,2
425,170333,2011,2
425,175753,2005,2
425,196992,2005,2
425,204194,2011,2
425,204870,2007,2
425,209097,2011,2
425,229620,2017,2
425,229625,2011,2
425,242759,2005,2
425,243576,2006,2
425,253527,2017,2
425,273919,2006,2
425,282401,2017,2
425,283864,2017,2
425,285343,2009,2
425,295421,2007,2
425,297252,2017,2
425,300254,2005,3
425,317619,2005,2
425,317623,2005,2
425,317657,2005,2
425,330992,2007,2
425,342568,2017,2
425,464409,2005,2
425,474069,2011,2
425,483418,2010,2
425,492556,2010,2
425,537297,2005,3
425,547232,2007,2
425,567605,2006,2
425,597341,2006,2
425,604221,2011,2
425,612118,2011,3
425,624840,2017,2
425,631432,2011,3
425,633585,2007,2
425,644200,2011,3
425,658724,2014,2
425,659208,2007,3
425,659228,2017,2
425,677664,2005,2
425,691079,2017,2
425,735244,2007,2
425,797932,2007,2
425,895816,2017,2
425,896196,2011,2
425,1073543,2017,2
425,1103781,2011,2
425,1259099,2017,2
425,1551572,2011,2
425,1592394,2017,2
425,1636132,2017,2
425,1836653,2017,2
425,1934309,2017,2
425,2148784,2017,2
425,2166888,2017,2
425,2255785,2017,2
425,2409357,2017,2
425,2556151,2017,2
426,492,2006,2
426,510,2006,2
426,6933,2006,2
426,8962,2006,2
426,10436,2006,2
426,48492,2006,2
426,89403,2006,2
426,108795,2006,2
426,115982,2006,2
426,129976,2006,2
426,138716,2006,2
426,142551,2006,2
426,229623,2006,2
426,232888,2006,2
426,241277,2006,2
426,317618,2006,2
426,362818,2006,2
426,610806,2006,2
427,3444,2010,2
427,5067,2008,3
427,7400,2007,3
427,7500,2010,2
427,7883,2007,4
427,8080,2009,2
427,8085,2009,3
427,8699,2007,2
427,8748,2007,2
427,8955,2006,2
427,10101,2008,3
427,10754,2006,2
427,13152,2010,3
427,31638,2010,2
427,40225,2008,2
427,40235,2009,2
427,40238,2006,5
427,40574,2008,2
427,42587,2008,4
427,44539,2005,3
427,49067,2008,2
427,49841,2008,3
427,57602,2006,2
427,59251,2008,2
427,68031,2009,2
427,72508,2008,3
427,74712,2007,3
427,80758,2006,3
427,84180,2008,2
427,86466,2006,2
427,87846,2007,3
427,89403,2007,2
427,91169,2007,4
427,91170,2007,2
427,91171,2008,3
427,91316,2008,2
427,93140,2009,2
427,95845,2007,2
427,97474,2010,4
427,99468,2010,2
427,99805,2007,2
427,99806,2006,3
427,105928,2008,2
427,108819,2009,2
427,124492,2008,2
427,124636,2009,3
427,129838,2007,2
427,129976,2007,3
427,129977,2005,6
427,131415,2009,3
427,131856,2010,2
427,131915,2007,5
427,132634,2008,2
427,138142,2008,3
427,139201,2008,2
427,140198,2007,2
427,142643,2008,2
427,144128,2007,5
427,148066,2008,3
427,152883,2008,2
427,156048,2008,3
427,157159,2007,2
427,157333,2008,2
427,161344,2006,2
427,161351,2006,2
427,161359,2007,4
427,161364,2008,3
427,174042,2007,8
427,175753,2008,2
427,183392,2007,2
427,188236,2006,2
427,196993,2008,3
427,204196,2008,2
427,207628,2008,3
427,209339,2007,2
427,209724,2007,2
427,209981,2008,3
427,223111,2005,2
427,237005,2007,3
427,243888,2009,2
427,255432,2006,2
427,255835,2010,2
427,260261,2008,2
427,277877,2005,2
427,280076,2008,3
427,283823,2008,3
427,284433,2006,2
427,285338,2010,2
427,297203,2007,6
427,300254,2008,3
427,304613,2007,4
427,317625,2006,2
427,317657,2007,3
427,326879,2010,3
427,330992,2007,2
427,342642,2006,2
427,372101,2006,2
427,374861,2007,4
427,377413,2010,4
427,378093,2006,2
427,379936,2011,2
427,383943,2007,6
427,396148,2010,2
427,399935,2008,2
427,399950,2005,2
427,402078,2006,2
427,403176,2008,2
427,403181,2008,2
427,406222,2008,2
427,411164,2010,3
427,418313,2008,2
427,421696,2007,2
427,433389,2007,2
427,438022,2010,2
427,492556,2010,3
427,509896,2011,2
427,509903,2008,2
427,547232,2008,2
427,547249,2008,2
427,556769,2007,2
427,557519,2006,3
427,564942,2007,2
427,567605,2008,2
427,574205,2010,2
427,595229,2006,3
427,603708,2007,2
427,614274,2008,4
427,615737,2011,2
427,619725,2007,2
427,625676,2008,2
427,627629,2008,3
427,627935,2008,2
427,628438,2009,2
427,629836,2008,3
427,633585,2006,4
427,643910,2009,2
427,651622,2008,3
427,654517,2011,2
427,684829,2008,3
427,739769,2008,4
427,800793,2009,2
427,857635,2008,3
427,873077,2008,2
427,889108,2008,2
427,900512,2009,2
427,905468,2008,2
427,921541,2008,2
427,921542,2008,2
427,949900,2008,2
427,960050,2008,2
427,1078556,2010,2
427,1111085,2008,2
427,1145264,2010,2
427,1221972,2014,2
427,1500526,2014,2
427,1513839,2014,2
429,5637,2009,3
429,7500,2005,2
429,8703,2015,3
429,8856,2009,3
429,10102,2009,2
429,44542,2009,2
429,52609,2018,2
429,59650,2016,2
429,63720,2007,3
429,68031,2015,2
429,91170,2007,2
429,91618,2007,2
429,93140,2015,2
429,124636,2009,5
429,131915,2005,3
429,141783,2009,4
429,161364,2016,2
429,174042,2009,3
429,188236,2006,3
429,196993,2009,3
429,241108,2011,3
429,255835,2009,2
429,264354,2018,2
429,283864,2011,3
429,297252,2009,2
429,317637,2005,2
429,317652,2009,2
429,379936,2007,3
429,402078,2018,2
429,403176,2014,2
429,423696,2009,2
429,426869,2009,2
429,433912,2006,3
429,438022,2009,2
429,448339,2007,2
429,513488,2018,2
429,527268,2009,2
429,597253,2009,2
429,615737,2011,2
429,629836,2012,2
429,697324,2009,2
429,820248,2007,2
429,858571,2018,2
429,877702,2018,2
429,948371,2016,2
429,956083,2005,3
429,1103258,2015,3
429,1103781,2014,2
429,1516737,2014,2
429,1570944,2014,2
429,1676494,2014,2
429,1981401,2016,2
429,2013081,2014,3
429,2034939,2016,2
429,2589779,2016,2
432,7889,2011,2
432,8405,2011,3
432,8955,2006,2
432,40238,2006,3
432,76386,2010,2
432,86466,2006,2
432,99806,2006,2
432,104146,2011,2
432,115984,2011,2
432,121539,2011,2
432,124299,2011,2
432,146820,2010,2
432,161351,2006,2
432,161364,2010,2
432,255432,2006,2
432,284433,2006,2
432,297149,2011,2
432,372101,2006,2
432,378093,2006,2
432,537297,2011,3
432,633585,2006,2
432,644200,2008,3
432,1083766,2011,3
432,1552648,2011,2
432,1623852,2015,2
433,4612,2010,2
433,8594,2010,2
433,11943,2012,2
433,44627,2008,2
433,49065,2006,2
433,63565,2006,2
433,79321,2007,3
433,91169,2006,3
433,93140,2008,3
433,95845,2007,2
433,140801,2006,3
433,142553,2007,2
433,147050,2006,2
433,161319,2019,2
433,183392,2007,2
433,195274,2017,3
433,209981,2006,5
433,216072,2008,2
433,241275,2008,2
433,280076,2008,2
433,317629,2006,2
433,346000,2006,2
433,357831,2010,2
433,405967,2008,2
433,445362,2008,3
433,455332,2006,2
433,509902,2008,2
433,522255,2008,2
433,527132,2007,2
433,527419,2006,2
433,581939,2006,3
433,592863,2010,2
433,603708,2007,3
433,624489,2017,2
433,629836,2008,2
433,631432,2008,3
433,706636,2008,3
433,810790,2008,2
433,813442,2008,2
433,821499,2010,2
433,858571,2008,2
433,897010,2008,3
433,911800,2008,2
433,935697,2008,2
433,1078556,2008,4
433,1100397,2017,3
433,1101585,2008,2
433,1208660,2008,2
433,1306148,2008,2
433,1537886,2008,3
433,1563890,2008,2
433,1570944,2008,2
433,1583338,2008,2
433,1602257,2008,2
433,1620495,2008,4
433,1653012,2008,2
433,1662977,2008,2
433,1705081,2008,2
433,1794958,2008,4
433,1795240,2008,2
433,1974545,2008,2
433,2037567,2008,3
433,2037568,2008,2
433,2059528,2008,2
433,2148784,2008,3
433,2240099,2008,2
433,2428951,2008,2
433,2432153,2008,2
433,2435944,2008,2
433,2704778,2008,2
434,6564,2009,4
434,8594,2009,2
434,8681,2009,2
434,31641,2009,2
434,40574,2008,2
434,44333,2009,3
434,48152,2005,4
434,52604,2009,2
434,69231,2019,2
434,86566,2008,2
434,86951,2009,2
434,99802,2005,2
434,117299,2009,2
434,121458,2005,2
434,130576,2007,4
434,161344,2007,3
434,161364,2009,2
434,209724,2007,2
434,209991,2009,2
434,235827,2009,3
434,273919,2009,2
434,318562,2015,2
434,463491,2005,2
434,470324,2018,2
434,527444,2006,2
434,574205,2011,2
434,603708,2007,3
434,643910,2009,2
434,718616,2009,2
434,845231,2009,2
434,921541,2008,2
434,923869,2009,2
434,1101585,2018,2
434,1623852,2015,2
434,2051936,2017,3
434,2388383,2017,2
435,3387,2007,2
435,3941,2007,4
435,5067,2007,3
435,6061,2008,2
435,7888,2007,2
435,7942,2007,2
435,8702,2007,2
435,8732,2008,2
435,8875,2008,2
435,8936,2007,2
435,9651,2007,2
435,9652,2007,3
435,10101,2008,5
435,10298,2008,5
435,10398,2008,2
435,10436,2017,2
435,10439,2011,2
435,31463,2014,2
435,40239,2007,3
435,40574,2008,2
435,49066,2010,2
435,49067,2008,3
435,49841,2006,4
435,50378,2005,2
435,50379,2007,3
435,50578,2007,2
435,56089,2005,2
435,56092,2007,2
435,60294,2007,3
435,60783,2007,3
435,63719,2007,2
435,63769,2008,4
435,68031,2007,2
435,68228,2008,3
435,74712,2007,2
435,76386,2007,2
435,84180,2008,2
435,84425,2007,3
435,84604,2007,2
435,86638,2007,4
435,87123,2008,3
435,89403,2007,2
435,89414,2008,3
435,93706,2008,4
435,99802,2007,2
435,124299,2012,2
435,124636,2010,3
435,127130,2007,2
435,129838,2007,4
435,129976,2008,2
435,131857,2007,2
435,131915,2008,2
435,134174,2011,3
435,138142,2007,5
435,140801,2008,2
435,140802,2007,3
435,141783,2006,5
435,143690,2008,4
435,152885,2007,2
435,156419,2008,2
435,156420,2010,2
435,157151,2011,3
435,161344,2010,2
435,161364,2008,3
435,166865,2007,3
435,174043,2010,2
435,188236,2008,2
435,195277,2005,2
435,205368,2007,3
435,205369,2007,2
435,207501,2009,2
435,207628,2006,2
435,209339,2007,2
435,235135,2011,2
435,237005,2006,3
435,243888,2015,2
435,255835,2007,4
435,270871,2007,2
435,283823,2008,2
435,295421,2012,2
435,297252,2009,2
435,314723,2007,3
435,317623,2009,4
435,317652,2007,3
435,326879,2012,3
435,339592,2010,2
435,345856,2007,2
435,383699,2010,3
435,383943,2007,4
435,403180,2007,2
435,411164,2007,4
435,465222,2007,2
435,543812,2007,2
435,552588,2007,3
435,556769,2007,3
435,557519,2012,2
435,567605,2006,2
435,567606,2008,2
435,576795,2007,2
435,595229,2007,3
435,612266,2010,2
435,614274,2008,3
435,615158,2007,2
435,615737,2007,2
435,625676,2008,3
435,629836,2008,4
435,631432,2008,4
435,645907,2007,2
435,658724,2009,2
435,706636,2008,2
435,739769,2008,5
435,774992,2010,2
435,820248,2010,2
435,844614,2007,3
435,844617,2007,3
435,844618,2007,3
435,855202,2010,2
435,857635,2008,2
435,900512,2009,4
435,911797,2010,3
435,914566,2007,2
435,921541,2008,2
435,921542,2008,2
435,926001,2014,2
435,947273,2014,2
435,960050,2008,2
435,1063727,2007,2
435,1076679,2007,2
435,1111085,2008,2
435,1116799,2008,2
435,1138697,2008,2
435,1149378,2007,2
435,1241004,2010,3
435,1262135,2009,2
435,1676494,2012,3
435,1706854,2014,2
440,141782,2006,2
440,235135,2006,2
440,418308,2015,2
440,421952,2011,2
440,684829,2006,2
441,51039,2010,3
441,60783,2010,2
441,174047,2005,2
441,187074,2007,2
441,232890,2005,2
441,317625,2010,3
441,529602,2010,2
441,610499,2008,2
441,658724,2011,2
441,783831,2008,2
441,915039,2011,2
441,930116,2011,2
441,1583338,2012,2
441,1851036,2015,2
441,2138065,2017,3
441,2219791,2017,3
444,6625,2009,2
444,8831,2009,2
444,8952,2009,2
444,10104,2009,2
444,43731,2009,2
444,62903,2009,2
444,63268,2009,2
444,66929,2009,2
444,68036,2009,2
444,71675,2009,2
444,84400,2009,2
444,84604,2009,2
444,88900,2009,2
444,108796,2009,2
444,118887,2009,2
444,131935,2009,2
444,148069,2009,2
444,152093,2009,2
444,152973,2009,2
444,157158,2009,2
444,170332,2009,2
444,195279,2009,2
444,196603,2009,2
444,232896,2009,2
444,243576,2009,2
444,283159,2009,2
444,311468,2009,2
444,317625,2009,2
444,317652,2009,3
444,333902,2009,2
444,337543,2009,2
444,339592,2009,2
444,348171,2009,2
444,383699,2009,3
444,449750,2009,2
444,465222,2009,2
444,513441,2009,2
444,513482,2009,2
444,520955,2009,2
444,522231,2009,2
444,615229,2009,2
444,626847,2009,2
444,643910,2009,2
444,644542,2009,2
444,727822,2009,2
444,785556,2009,2
444,824421,2009,2
444,843472,2009,2
444,857630,2009,2
444,858571,2009,2
444,858787,2009,2
444,921541,2009,2
444,1003039,2009,2
444,1006033,2009,2
444,1009665,2009,2
444,1504387,2009,2
444,1654630,2009,2
446,7883,2005,2
446,8702,2007,2
446,12117,2005,2
446,13149,2005,3
446,50578,2007,2
446,56092,2007,2
446,60294,2007,3
446,60783,2007,3
446,68031,2007,2
446,69232,2007,3
446,76386,2007,2
446,84604,2007,2
446,86638,2007,3
446,95134,2005,7
446,108605,2005,3
446,113386,2007,5
446,131857,2007,2
446,141783,2007,4
446,152885,2007,2
446,205368,2007,3
446,270871,2007,4
446,393348,2007,6
446,433912,2005,4
446,442111,2005,2
446,543812,2007,3
446,552588,2007,3
446,595229,2007,7
446,615737,2007,3
446,624489,2013,2
446,844614,2007,3
446,844618,2007,3
446,914566,2007,2
446,1063727,2007,2
446,1149378,2007,2
450,3448,2009,2
450,6625,2009,2
450,8831,2009,2
450,8952,2009,2
450,10104,2009,2
450,12806,2013,2
450,43731,2009,2
450,47139,2009,2
450,56089,2010,2
450,60012,2009,2
450,62054,2010,2
450,62903,2009,2
450,65933,2009,2
450,66929,2009,2
450,68036,2009,2
450,71675,2009,2
450,84400,2009,2
450,108796,2009,3
450,118887,2009,2
450,129977,2013,2
450,131935,2006,3
450,140803,2009,3
450,148069,2009,2
450,152973,2009,2
450,157151,2010,4
450,157158,2009,2
450,170332,2009,2
450,183392,2010,2
450,195279,2009,2
450,196603,2009,2
450,232896,2009,2
450,243576,2009,2
450,283159,2009,2
450,311468,2009,2
450,317625,2009,2
450,317652,2009,2
450,333902,2009,2
450,337543,2009,2
450,348171,2009,2
450,383699,2009,2
450,449750,2009,3
450,465222,2009,2
450,513441,2009,2
450,513482,2009,2
450,520955,2009,2
450,522231,2009,2
450,614274,2006,3
450,615229,2009,2
450,626847,2009,2
450,643910,2009,2
450,644542,2009,2
450,727822,2009,2
450,785556,2009,2
450,824421,2009,2
450,843472,2009,2
450,857630,2009,2
450,858571,2009,2
450,858787,2009,2
450,921541,2009,2
450,947273,2014,2
450,1003039,2009,2
450,1006033,2009,2
450,1009665,2009,2
450,1504387,2009,2
450,1654630,2009,2
451,6961,2009,2
451,40239,2006,3
451,49841,2005,3
451,54765,2009,2
451,68279,2007,3
451,90545,2009,2
451,108472,2009,2
451,108604,2007,3
451,117197,2006,2
451,124299,2005,2
451,129360,2007,5
451,129976,2007,2
451,131922,2005,2
451,157333,2005,2
451,174047,2009,2
451,175753,2005,2
451,183392,2007,2
451,204194,2006,2
451,209724,2007,2
451,209968,2006,2
451,209981,2008,3
451,317618,2009,2
451,317619,2009,2
451,317657,2005,2
451,377413,2009,2
451,379936,2005,2
451,603708,2007,2
451,617341,2006,2
451,629604,2009,2
451,629836,2009,2
451,873014,2009,2
451,1251170,2009,2
452,11877,2010,2
452,12761,2015,2
452,87123,2006,2
452,93732,2010,3
452,106489,2008,2
452,130569,2008,3
452,131263,2011,3
452,488572,2011,2
452,544783,2007,3
452,1599640,2011,2
453,6625,2009,2
453,7586,2008,2
453,7883,2007,3
453,8857,2006,2
453,8952,2009,2
453,10104,2009,2
453,42587,2009,4
453,50380,2010,2
453,60012,2009,2
453,62903,2009,2
453,65933,2009,2
453,66693,2009,6
453,66929,2009,2
453,68036,2009,2
453,71675,2009,3
453,74155,2007,3
453,79321,2007,4
453,84604,2009,2
453,88900,2009,2
453,89403,2007,2
453,108796,2009,2
453,118887,2009,3
453,129838,2007,2
453,142553,2007,2
453,148069,2008,3
453,152093,2009,2
453,152973,2009,2
453,161359,2007,2
453,170332,2009,2
453,195279,2009,2
453,196603,2009,2
453,204193,2009,3
453,204194,2008,2
453,232881,2007,2
453,232896,2009,2
453,237005,2007,2
453,243576,2009,3
453,253527,2013,2
453,283159,2009,2
453,317625,2009,2
453,317652,2009,2
453,333902,2009,2
453,337543,2009,2
453,339592,2009,2
453,348171,2009,2
453,383699,2009,2
453,433912,2009,3
453,449750,2009,2
453,465222,2009,2
453,480227,2012,2
453,492556,2010,2
453,513441,2009,2
453,513482,2009,2
453,520955,2009,2
453,522231,2009,2
453,604744,2009,3
453,608497,2009,2
453,614274,2009,3
453,615229,2009,2
453,626847,2009,3
453,643884,2007,3
453,643910,2009,2
453,644542,2009,2
453,727822,2009,2
453,735244,2009,2
453,785556,2009,2
453,824421,2009,2
453,843472,2009,2
453,857630,2009,2
453,857635,2009,2
453,858571,2009,2
453,858787,2009,2
453,896196,2011,2
453,921541,2009,2
453,1003039,2009,2
453,1006033,2009,2
453,1009665,2009,2
453,1103781,2011,2
453,1504387,2009,2
453,1654630,2009,2
454,3940,2007,2
454,5088,2007,2
454,239735,2014,2
454,463491,2013,2
454,1684593,2013,2
456,4287,2011,2
456,5067,2008,2
456,6961,2010,2
456,7594,2006,5
456,7595,2006,3
456,9658,2006,2
456,10101,2008,2
456,10398,2008,2
456,10586,2008,2
456,41263,2019,2
456,42489,2006,4
456,42586,2006,2
456,42587,2007,6
456,43376,2008,2
456,43731,2008,3
456,44539,2005,2
456,46348,2006,2
456,48152,2007,8
456,48277,2008,5
456,48280,2011,4
456,49065,2006,2
456,49842,2006,2
456,52989,2008,2
456,56093,2005,6
456,58953,2007,2
456,60837,2006,2
456,61991,2014,2
456,63031,2006,2
456,63565,2006,2
456,63720,2007,2
456,64453,2019,2
456,68039,2007,3
456,74154,2010,3
456,74155,2011,3
456,74184,2014,4
456,76960,2005,3
456,84013,2008,2
456,84180,2008,2
456,86473,2006,2
456,86623,2010,2
456,86637,2005,2
456,90774,2008,2
456,91169,2006,7
456,99464,2016,2
456,108806,2019,2
456,115806,2018,2
456,120310,2014,2
456,129248,2008,2
456,130292,2011,2
456,131945,2010,2
456,131951,2008,2
456,132242,2011,2
456,138142,2008,2
456,140801,2006,3
456,141780,2006,3
456,144102,2006,2
456,144128,2007,6
456,148066,2008,2
456,150089,2014,3
456,151657,2006,2
456,152876,2010,2
456,152883,2008,2
456,156048,2006,3
456,157158,2005,2
456,157333,2005,3
456,157418,2006,3
456,158560,2006,2
456,161319,2019,2
456,161359,2010,2
456,175753,2005,2
456,179719,2006,2
456,181228,2007,2
456,183392,2008,3
456,188236,2005,6
456,195277,2010,2
456,195303,2008,2
456,196992,2012,2
456,207528,2006,3
456,232890,2006,2
456,237005,2008,4
456,241108,2010,6
456,243555,2006,4
456,243883,2005,2
456,246562,2006,2
456,255849,2014,3
456,256746,2014,2
456,267565,2007,2
456,280076,2008,2
456,283823,2008,2
456,285338,2010,3
456,292886,2010,2
456,295420,2014,2
456,295421,2006,3
456,297203,2008,3
456,297252,2006,4
456,317623,2018,2
456,326879,2005,3
456,329941,2010,2
456,342568,2011,2
456,345226,2018,2
456,377412,2014,2
456,379924,2014,2
456,379936,2008,2
456,381715,2005,2
456,383943,2008,4
456,406303,2006,2
456,411164,2005,4
456,423089,2008,2
456,423090,2014,2
456,445362,2018,2
456,455332,2006,2
456,463491,2011,2
456,470324,2018,3
456,492556,2010,3
456,498552,2014,4
456,498553,2006,2
456,509903,2008,3
456,527220,2018,2
456,527419,2006,2
456,527424,2005,2
456,537297,2006,2
456,556769,2008,2
456,564942,2011,4
456,567605,2010,2
456,577100,2014,2
456,581939,2006,2
456,603708,2007,2
456,608496,2011,2
456,612118,2015,2
456,614274,2008,4
456,627882,2005,2
456,628438,2007,2
456,629836,2008,2
456,631432,2007,5
456,651622,2008,2
456,654517,2006,5
456,659208,2015,2
456,674573,2012,2
456,691079,2014,3
456,697324,2011,2
456,706151,2011,4
456,706636,2008,3
456,739768,2007,2
456,739769,2007,2
456,773615,2018,2
456,800793,2012,2
456,855202,2011,2
456,857635,2008,2
456,858787,2014,3
456,875162,2011,3
456,877702,2018,2
456,895816,2014,2
456,896196,2011,2
456,899631,2010,2
456,905468,2008,4
456,906130,2011,2
456,906132,2011,2
456,915041,2010,2
456,921541,2008,2
456,921542,2008,3
456,947273,2012,3
456,948371,2018,3
456,949900,2008,3
456,953272,2019,2
456,960050,2008,2
456,973966,2014,2
456,1009341,2018,3
456,1078556,2018,4
456,1081124,2015,2
456,1101585,2008,3
456,1103258,2018,3
456,1103781,2011,2
456,1145264,2010,2
456,1223711,2018,2
456,1259099,2016,2
456,1259111,2018,3
456,1551572,2011,2
456,1563890,2019,2
456,1570944,2018,2
456,1584736,2014,4
456,1592394,2014,3
456,1623851,2012,2
456,1653012,2014,2
456,1673474,2019,2
456,1714312,2018,2
456,1934309,2015,2
456,1947100,2019,2
456,1978489,2018,2
456,2034939,2018,2
456,2052781,2018,3
456,2148784,2018,2
456,2163965,2014,2
456,2163977,2014,2
456,2192846,2019,2
456,2255785,2015,2
456,2255789,2015,3
456,2305395,2018,2
456,2428951,2018,2
456,2541304,2019,2
456,2586818,2019,2
457,7883,2005,2
457,8920,2007,2
457,8952,2008,2
457,9652,2008,4
