name;link;number
 Bartosz Wierzbięta ;/person/Bartosz+Wierzbi%C4%99ta-108802;108802
 Tomasz Steciuk ;/person/Tomasz+Steciuk-274749;274749
 Sławomir Pacek ;/person/S%C5%82awomir+Pacek-10071;10071
 Izabella Scorupco ;/person/Izabella+Scorupco-97;97
 Bartosz Żukowski ;/person/Bartosz+%C5%BBukowski-42492;42492
 Andrzej Kozak I ;/person/Andrzej+Kozak-8084;8084
 Marta Nieradkiewicz ;/person/Marta+Nieradkiewicz-52565;52565
 Jan Kulczycki ;/person/Jan+Kulczycki-64375;64375
 Aleksander Bardini ;/person/Aleksander+Bardini-8623;8623
 Aleksander Bednarz ;/person/Aleksander+Bednarz-8720;8720
 Lech Łotocki ;/person/Lech+%C5%81otocki-44613;44613
 Jarosław Domin ;/person/Jaros%C5%82aw+Domin-50576;50576
 Urszula Grabowska I ;/person/Urszula+Grabowska-31462;31462
 Dorota Pomykała ;/person/Dorota+Pomyka%C5%82a-5330;5330
 Irena Kwiatkowska ;/person/Irena+Kwiatkowska-438;438
 Zbigniew Stryj ;/person/Zbigniew+Stryj-403176;403176
 Marta Malikowska ;/person/Marta+Malikowska-539654;539654
 Ryszard Nawrocki ;/person/Ryszard+Nawrocki-46744;46744
 Joachim Lamża ;/person/Joachim+Lam%C5%BCa-8703;8703
 Paweł Pawlikowski ;/person/Pawe%C5%82+Pawlikowski-110922;110922
 Krystyna Tkacz ;/person/Krystyna+Tkacz-42850;42850
 Wiesława Mazurkiewicz ;/person/Wies%C5%82awa+Mazurkiewicz-8891;8891
 Paweł Wawrzecki ;/person/Pawe%C5%82+Wawrzecki-500;500
 Wiktoria Gąsiewska ;/person/Wiktoria+G%C4%85siewska-557519;557519
 Izabella Bukowska ;/person/Izabella+Bukowska-176867;176867
 Alina Janowska ;/person/Alina+Janowska-8817;8817
 Grzegorz Kwiecień ;/person/Grzegorz+Kwiecie%C5%84-643884;643884
 Kamil Kula ;/person/Kamil+Kula-1500526;1500526
 Elżbieta Jarosik ;/person/El%C5%BCbieta+Jarosik-5688;5688
 Mariusz Pujszo ;/person/Mariusz+Pujszo-3442;3442
 Grzegorz Wons ;/person/Grzegorz+Wons-48223;48223
 Michał Piela ;/person/Micha%C5%82+Piela-89403;89403
 Zofia Merle ;/person/Zofia+Merle-3940;3940
 Marcel Sabat ;/person/Marcel+Sabat-1620495;1620495
 Wojciech Żołądkowicz ;/person/Wojciech+%C5%BBo%C5%82%C4%85dkowicz-781453;781453
 Emilia Krakowska ;/person/Emilia+Krakowska-8589;8589
 Billy Wilder ;/person/Billy+Wilder-40887;40887
 Olga Frycz ;/person/Olga+Frycz-58946;58946
 Ewa Wencel ;/person/Ewa+Wencel-8875;8875
 Julia Wróblewska I ;/person/Julia+Wr%C3%B3blewska-537297;537297
 Magdalena Zawadzka ;/person/Magdalena+Zawadzka-8963;8963
 Artur Dziurman ;/person/Artur+Dziurman-31716;31716
 Janusz Paluszkiewicz ;/person/Janusz+Paluszkiewicz-8567;8567
 Grzegorz Drojewski ;/person/Grzegorz+Drojewski-139706;139706
 Monika Pikuła ;/person/Monika+Piku%C5%82a-156185;156185
 Ryszarda Hanin I ;/person/Ryszarda+Hanin-8804;8804
 Mariusz Drężek ;/person/Mariusz+Dr%C4%99%C5%BCek-31458;31458
 Doda ;/person/Doda-573178;573178
 Małgorzata Braunek ;/person/Ma%C5%82gorzata+Braunek-8888;8888
 Włodzimierz Bednarski ;/person/W%C5%82odzimierz+Bednarski-5907;5907
 Anna Nehrebecka ;/person/Anna+Nehrebecka-466;466
 Joanna Pach ;/person/Joanna+Pach-283827;283827
 Emilian Kamiński ;/person/Emilian+Kami%C5%84ski-43350;43350
 Sebastian Stankiewicz ;/person/Sebastian+Stankiewicz-604744;604744
 Marek Koterski ;/person/Marek+Koterski-11204;11204
 Joanna Brodzik ;/person/Joanna+Brodzik-56090;56090
 Jacek Beler ;/person/Jacek+Beler-948371;948371
 Wiktor Sadecki ;/person/Wiktor+Sadecki-8933;8933
 Kamila Kamińska I ;/person/Kamila+Kami%C5%84ska-1730903;1730903
 Anna Karczmarczyk ;/person/Anna+Karczmarczyk-899631;899631
 Jan Jurewicz ;/person/Jan+Jurewicz-8551;8551
 Cezary Morawski ;/person/Cezary+Morawski-41902;41902
 Małgorzata Sadowska ;/person/Ma%C5%82gorzata+Sadowska-86638;86638
 Cezary Kwieciński ;/person/Cezary+Kwieci%C5%84ski-31735;31735
 Jacek Czyż ;/person/Jacek+Czy%C5%BC-75281;75281
 Adrian Zaremba ;/person/Adrian+Zaremba-2013081;2013081
 Justyna Wasilewska ;/person/Justyna+Wasilewska-911797;911797
 Krzysztof Tyniec ;/person/Krzysztof+Tyniec-69443;69443
 Joanna Liszowska ;/person/Joanna+Liszowska-87746;87746
 Bartosz Gelner ;/person/Bartosz+Gelner-1101585;1101585
 Jerzy Dobrowolski ;/person/Jerzy+Dobrowolski-6577;6577
 Anna-Maria Sieklucka ;/person/Anna+Maria+Sieklucka-2730652;2730652
 Joanna Sienkiewicz ;/person/Joanna+Sienkiewicz-8546;8546
 Michał Kula ;/person/Micha%C5%82+Kula-8928;8928
 Iga Cembrzyńska ;/person/Iga+Cembrzy%C5%84ska-413;413
 Kazimierz Fabisiak ;/person/Kazimierz+Fabisiak-47625;47625
 Maciej Musiałowski ;/person/Maciej+Musia%C5%82owski-2266239;2266239
 Marek Kalita ;/person/Marek+Kalita-44545;44545
 Piotr Rogucki ;/person/Piotr+Rogucki-423089;423089
 Renata Dancewicz ;/person/Renata+Dancewicz-235;235
 Mateusz Janicki ;/person/Mateusz+Janicki-297203;297203
 Natalia Rybicka ;/person/Natalia+Rybicka-129976;129976
 Marzena Trybała ;/person/Marzena+Tryba%C5%82a-3623;3623
 Leonard Andrzejewski ;/person/Leonard+Andrzejewski-46745;46745
 Jacek Fedorowicz ;/person/Jacek+Fedorowicz-7104;7104
 Dariusz Odija ;/person/Dariusz+Odija-109470;109470
 Halina Łabonarska ;/person/Halina+%C5%81abonarska-3448;3448
 Michał Pawlicki ;/person/Micha%C5%82+Pawlicki-474;474
 Paweł Edelman ;/person/Pawe%C5%82+Edelman-436;436
 Brygida Turowska-Szymczak ;/person/Brygida+Turowska+Szymczak-217953;217953
 Joanna Trzepiecińska ;/person/Joanna+Trzepieci%C5%84ska-8871;8871
 Jacek Chmielnik ;/person/Jacek+Chmielnik-394;394
 Anna Romantowska ;/person/Anna+Romantowska-457;457
 Aleksandra Woźniak ;/person/Aleksandra+Wo%C5%BAniak-4286;4286
 Jan Ciecierski ;/person/Jan+Ciecierski-8580;8580
 Stanisław Niwiński ;/person/Stanis%C5%82aw+Niwi%C5%84ski-47461;47461
 Eugeniusz Priwieziencew ;/person/Eugeniusz+Priwieziencew-4613;4613
 Paweł Burczyk ;/person/Pawe%C5%82+Burczyk-352;352
 Małgorzata Buczkowska ;/person/Ma%C5%82gorzata+Buczkowska-379936;379936
 Andrzej Chudy ;/person/Andrzej+Chudy-61111;61111
 Agata Trzebuchowska ;/person/Agata+Trzebuchowska-1951319;1951319
 Jan Prochyra ;/person/Jan+Prochyra-48144;48144
 Małgorzata Pieczyńska ;/person/Ma%C5%82gorzata+Pieczy%C5%84ska-8630;8630
 Teresa Szmigielówna ;/person/Teresa+Szmigiel%C3%B3wna-7035;7035
 Mariusz Saniternik ;/person/Mariusz+Saniternik-3189;3189
 Marian Łącz ;/person/Marian+%C5%81%C4%85cz-56621;56621
 Janina Traczykówna ;/person/Janina+Traczyk%C3%B3wna-8832;8832
 Krzysztof Skonieczny ;/person/Krzysztof+Skonieczny-643914;643914
 Henryk Machalica ;/person/Henryk+Machalica-3483;3483
 Piotr Nowak I ;/person/Piotr+Nowak-124636;124636
 Piotr Pręgowski ;/person/Piotr+Pr%C4%99gowski-57666;57666
 Dariusz Gnatowski ;/person/Dariusz+Gnatowski-69037;69037
 Michał Szewczyk ;/person/Micha%C5%82+Szewczyk-48662;48662
 Lidia Sadowa ;/person/Lidia+Sadowa-855202;855202
 Katarzyna Zielińska II ;/person/Katarzyna+Zieli%C5%84ska-115984;115984
 Jadwiga Jankowska-Cieślak ;/person/Jadwiga+Jankowska+Cie%C5%9Blak-507;507
 Aleksandra Śląska ;/person/Aleksandra+%C5%9Al%C4%85ska-42488;42488
 Mikołaj Klimek ;/person/Miko%C5%82aj+Klimek-161347;161347
 Małgorzata Zajączkowska ;/person/Ma%C5%82gorzata+Zaj%C4%85czkowska-51375;51375
 Pola Raksa ;/person/Pola+Raksa-8560;8560
 Tomasz Stockinger ;/person/Tomasz+Stockinger-8820;8820
 Joanna Jarmołowicz ;/person/Joanna+Jarmo%C5%82owicz-1928041;1928041
 Jerzy Skolimowski ;/person/Jerzy+Skolimowski-304;304
 Joanna Węgrzynowska-Cybińska ;/person/Joanna+W%C4%99grzynowska+Cybi%C5%84ska-285424;285424
 Hanna Śleszyńska ;/person/Hanna+%C5%9Aleszy%C5%84ska-44562;44562
 Robert Tondera ;/person/Robert+Tondera-142358;142358
 Janusz Michałowski ;/person/Janusz+Micha%C5%82owski-8805;8805
 Grzegorz Warchoł ;/person/Grzegorz+Warcho%C5%82-6855;6855
 Jarema Stępowski ;/person/Jarema+St%C4%99powski-48683;48683
 Arkadiusz Detmer ;/person/Arkadiusz+Detmer-124431;124431
 Marek Siudym ;/person/Marek+Siudym-7501;7501
 Zbigniew Józefowicz ;/person/Zbigniew+J%C3%B3zefowicz-45311;45311
 Joanna Jabłczyńska ;/person/Joanna+Jab%C5%82czy%C5%84ska-73962;73962
 Ewa Krzyżewska ;/person/Ewa+Krzy%C5%BCewska-8578;8578
 Anna Milewska ;/person/Anna+Milewska-8549;8549
 Jarosław Gruda ;/person/Jaros%C5%82aw+Gruda-8910;8910
 Wojciech Klata ;/person/Wojciech+Klata-7613;7613
 Lucyna Winnicka ;/person/Lucyna+Winnicka-8971;8971
 Jan Jankowski ;/person/Jan+Jankowski-42833;42833
 Elżbieta Starostecka ;/person/El%C5%BCbieta+Starostecka-46215;46215
 Agnieszka Mandat ;/person/Agnieszka+Mandat-86250;86250
 Magdalena Kuta ;/person/Magdalena+Kuta-48142;48142
 Grażyna Wolszczak ;/person/Gra%C5%BCyna+Wolszczak-400;400
 Włodzimierz Skoczylas ;/person/W%C5%82odzimierz+Skoczylas-41783;41783
 Izabella Miko ;/person/Izabella+Miko-8384;8384
 Patryk Pniewski ;/person/Patryk+Pniewski-1903430;1903430
 Łukasz Garlicki ;/person/%C5%81ukasz+Garlicki-10100;10100
 Cezary Łukaszewicz ;/person/Cezary+%C5%81ukaszewicz-188236;188236
 Maria Gładkowska ;/person/Maria+G%C5%82adkowska-3190;3190
 Zdzisław Rychter ;/person/Zdzis%C5%82aw+Rychter-8914;8914
 Andrzej Andrzejewski ;/person/Andrzej+Andrzejewski-7896;7896
 Rafał Maćkowiak ;/person/Rafa%C5%82+Ma%C4%87kowiak-261;261
 Czesław Mozil ;/person/Czes%C5%82aw+Mozil-1603325;1603325
 Lucyna Malec ;/person/Lucyna+Malec-89414;89414
 Hanna Stankówna ;/person/Hanna+Stank%C3%B3wna-8803;8803
 Stefan Pawłowski ;/person/Stefan+Paw%C5%82owski-1676494;1676494
 Stefan Knothe ;/person/Stefan+Knothe-330992;330992
 Bartłomiej Kasprzykowski ;/person/Bart%C5%82omiej+Kasprzykowski-10101;10101
 Stefan Szmidt ;/person/Stefan+Szmidt-44328;44328
 Maciej Maciejewski I ;/person/Maciej+Maciejewski-8577;8577
 Anna Powierza ;/person/Anna+Powierza-8544;8544
 Joanna Szczepkowska ;/person/Joanna+Szczepkowska-8911;8911
 Henryk Hunko ;/person/Henryk+Hunko-44327;44327
 Magdalena Kumorek ;/person/Magdalena+Kumorek-40574;40574
 Tomasz Drabek ;/person/Tomasz+Drabek-633585;633585
 Łukasz Lewandowski I ;/person/%C5%81ukasz+Lewandowski-4285;4285
 Eliasz Kuziemski ;/person/Eliasz+Kuziemski-50936;50936
 Ryszard Ronczewski ;/person/Ryszard+Ronczewski-46682;46682
 Barbara Horawianka ;/person/Barbara+Horawianka-45950;45950
 Marcin Korcz ;/person/Marcin+Korcz-900512;900512
 Monika Kwiatkowska ;/person/Monika+Kwiatkowska-3386;3386
 Maciej Damięcki ;/person/Maciej+Dami%C4%99cki-42490;42490
 Igor Przegrodzki ;/person/Igor+Przegrodzki-47337;47337
 Jadwiga Barańska ;/person/Jadwiga+Bara%C5%84ska-392;392
 Jan Komasa ;/person/Jan+Komasa-318563;318563
 Rafał Rutkowski I ;/person/Rafa%C5%82+Rutkowski-40238;40238
 Kamil Tkacz II ;/person/Kamil+Tkacz-1932799;1932799
 Katarzyna Gniewkowska ;/person/Katarzyna+Gniewkowska-63769;63769
 Roman Gancarczyk ;/person/Roman+Gancarczyk-9652;9652
 Beata Kawka ;/person/Beata+Kawka-69497;69497
 Nikodem Rozbicki ;/person/Nikodem+Rozbicki-1623852;1623852
 Tadeusz Borowski I ;/person/Tadeusz+Borowski-50799;50799
 Anna Smołowik ;/person/Anna+Smo%C5%82owik-949900;949900
 Jacek Kawalec ;/person/Jacek+Kawalec-64251;64251
 Daria Widawska ;/person/Daria+Widawska-242759;242759
 Jerzy Hoffman ;/person/Jerzy+Hoffman-47;47
 Jerzy Cnota ;/person/Jerzy+Cnota-8841;8841
 Marek Bargiełowski ;/person/Marek+Bargie%C5%82owski-4784;4784
 Jacek Bończyk ;/person/Jacek+Bo%C5%84czyk-75625;75625
 Kacper Kuszewski ;/person/Kacper+Kuszewski-40496;40496
 Łukasz Targosz ;/person/%C5%81ukasz+Targosz-520960;520960
 Magdalena Schejbal ;/person/Magdalena+Schejbal-49066;49066
 Maciej Mikołajczyk ;/person/Maciej+Miko%C5%82ajczyk-464124;464124
 Katarzyna Maciąg ;/person/Katarzyna+Maci%C4%85g-739769;739769
 Andrzej Zaorski ;/person/Andrzej+Zaorski-48626;48626
 Piotr Grabowski II ;/person/Piotr+Grabowski-389032;389032
 Agnieszka Suchora ;/person/Agnieszka+Suchora-157159;157159
 Magdalena Wójcik I ;/person/Magdalena+W%C3%B3jcik-8821;8821
 Julia Kołakowska ;/person/Julia+Ko%C5%82akowska-551831;551831
 Klaus Kinski ;/person/Klaus+Kinski-44773;44773
 Mateusz Banasiuk ;/person/Mateusz+Banasiuk-209991;209991
 Jakub Jankiewicz ;/person/Jakub+Jankiewicz-1552648;1552648
 Wiesław Drzewicz ;/person/Wies%C5%82aw+Drzewicz-40713;40713
 Barbara Kurzaj ;/person/Barbara+Kurzaj-7897;7897
 Jacek Łuczak ;/person/Jacek+%C5%81uczak-64453;64453
 Jacek Poniedziałek ;/person/Jacek+Poniedzia%C5%82ek-130292;130292
 Jerzy Przybylski ;/person/Jerzy+Przybylski-49983;49983
 Wiesław Komasa ;/person/Wies%C5%82aw+Komasa-43648;43648
 Joanna Kurowska ;/person/Joanna+Kurowska-6020;6020
 Aleksandra Grabowska ;/person/Aleksandra+Grabowska-1857984;1857984
 Jakub Wieczorek ;/person/Jakub+Wieczorek-71114;71114
 Tadeusz Szymków ;/person/Tadeusz+Szymk%C3%B3w-2865;2865
 Artur Kaczmarski ;/person/Artur+Kaczmarski-255841;255841
 Agnieszka Wosińska ;/person/Agnieszka+Wosi%C5%84ska-97474;97474
 Michał Bajor I ;/person/Micha%C5%82+Bajor-469;469
 Małgorzata Rożniatowska ;/person/Ma%C5%82gorzata+Ro%C5%BCniatowska-43493;43493
 Marta Ścisłowicz ;/person/Marta+%C5%9Acis%C5%82owicz-493495;493495
 Halina Kowalska ;/person/Halina+Kowalska-8829;8829
 Dariusz Kordek ;/person/Dariusz+Kordek-4732;4732
 Irena Karel ;/person/Irena+Karel-8965;8965
 Łukasz Żal ;/person/%C5%81ukasz+%C5%BBal-914566;914566
 Modest Ruciński ;/person/Modest+Ruci%C5%84ski-129838;129838
 Zdzisław Karczewski ;/person/Zdzis%C5%82aw+Karczewski-8554;8554
 Wiktor Grotowicz ;/person/Wiktor+Grotowicz-48379;48379
 Natasza Urbańska ;/person/Natasza+Urba%C5%84ska-209097;209097
 Jacek Bromski ;/person/Jacek+Bromski-446;446
 Adam Zdrójkowski ;/person/Adam+Zdr%C3%B3jkowski-930444;930444
 Miriam Aleksandrowicz ;/person/Miriam+Aleksandrowicz-189457;189457
 Wojciech Skibiński I ;/person/Wojciech+Skibi%C5%84ski-59017;59017
 Jerzy Schejbal ;/person/Jerzy+Schejbal-68039;68039
 Ewa Skibińska ;/person/Ewa+Skibi%C5%84ska-51039;51039
 Piotr Bąk I ;/person/Piotr+B%C4%85k-161557;161557
 Agnieszka Matysiak ;/person/Agnieszka+Matysiak-79797;79797
 Andrzej Pieczyński I ;/person/Andrzej+Pieczy%C5%84ski-8882;8882
 Robert Czebotar ;/person/Robert+Czebotar-47804;47804
 Bogdan Kalus ;/person/Bogdan+Kalus-131857;131857
 Piotr Kozłowski ;/person/Piotr+Koz%C5%82owski-8622;8622
 Maria Chwalibóg ;/person/Maria+Chwalib%C3%B3g-8628;8628
 Ewa Gawryluk ;/person/Ewa+Gawryluk-3487;3487
 Tomasz Kozłowicz ;/person/Tomasz+Koz%C5%82owicz-58226;58226
 Tadeusz Bradecki ;/person/Tadeusz+Bradecki-8745;8745
 Maria Maj ;/person/Maria+Maj-304634;304634
 Witold Wieliński ;/person/Witold+Wieli%C5%84ski-48185;48185
 Janusz Józefowicz ;/person/Janusz+J%C3%B3zefowicz-4733;4733
 Monika Krzywkowska ;/person/Monika+Krzywkowska-8747;8747
 Joanna Jeżewska ;/person/Joanna+Je%C5%BCewska-43731;43731
 Ilona Kuśmierska ;/person/Ilona+Ku%C5%9Bmierska-7941;7941
 Katarzyna Ankudowicz ;/person/Katarzyna+Ankudowicz-156419;156419
 Agnieszka Kawiorska ;/person/Agnieszka+Kawiorska-317657;317657
 Joanna Orleańska ;/person/Joanna+Orlea%C5%84ska-8724;8724
 Krzysztof Kołbasiuk ;/person/Krzysztof+Ko%C5%82basiuk-50579;50579
 Waldemar Obłoza ;/person/Waldemar+Ob%C5%82oza-108795;108795
 Marian Glinka ;/person/Marian+Glinka-8380;8380
 Piotr Garlicki ;/person/Piotr+Garlicki-8673;8673
 Dariusz Toczek ;/person/Dariusz+Toczek-6564;6564
 Anna Prus ;/person/Anna+Prus-295421;295421
 Michał Chruściel ;/person/Micha%C5%82+Chru%C5%9Bciel-2481948;2481948
 Mieczysław Kalenik ;/person/Mieczys%C5%82aw+Kalenik-8969;8969
 Małgorzata Niemirska I ;/person/Ma%C5%82gorzata+Niemirska-43409;43409
 Krystian Wieczorek ;/person/Krystian+Wieczorek-645907;645907
 Dariusz Błażejewski ;/person/Dariusz+B%C5%82a%C5%BCejewski-161333;161333
 Cezary Julski ;/person/Cezary+Julski-48784;48784
 Witold Skaruch ;/person/Witold+Skaruch-44502;44502
 Elżbieta Romanowska I ;/person/El%C5%BCbieta+Romanowska-574205;574205
 Katarzyna Skrzynecka ;/person/Katarzyna+Skrzynecka-3485;3485
 Anna Ciepielewska ;/person/Anna+Ciepielewska-42851;42851
 Anna Gajewska I ;/person/Anna+Gajewska-369510;369510
 Marek Włodarczyk I ;/person/Marek+W%C5%82odarczyk-79277;79277
 Piotr Sobociński Jr. ;/person/Piotr+Soboci%C5%84ski+Jr.-864640;864640
 Jadwiga Chojnacka ;/person/Jadwiga+Chojnacka-8878;8878
 Dorota Stalińska ;/person/Dorota+Stali%C5%84ska-454;454
 Mieczysław Hryniewicz ;/person/Mieczys%C5%82aw+Hryniewicz-43834;43834
 Barbara Rachwalska ;/person/Barbara+Rachwalska-45019;45019
 Anna Ilczuk ;/person/Anna+Ilczuk-195277;195277
 Karol Wróblewski ;/person/Karol+Wr%C3%B3blewski-127130;127130
 Andrzej Szenajch ;/person/Andrzej+Szenajch-8836;8836
 Halina Buyno-Łoza ;/person/Halina+Buyno+%C5%81oza-7939;7939
 Maria Ciunelis ;/person/Maria+Ciunelis-6984;6984
 Bartosz Porczyk ;/person/Bartosz+Porczyk-157151;157151
 Ludwik Pak ;/person/Ludwik+Pak-43733;43733
 Stanisław Michalski ;/person/Stanis%C5%82aw+Michalski-54994;54994
 Robert Jarociński ;/person/Robert+Jaroci%C5%84ski-104338;104338
 Zygmunt Kęstowicz ;/person/Zygmunt+K%C4%99stowicz-44600;44600
 Tadeusz Kondrat ;/person/Tadeusz+Kondrat-47931;47931
 Rafał Cieszyński ;/person/Rafa%C5%82+Cieszy%C5%84ski-7586;7586
 Paweł Iwanicki ;/person/Pawe%C5%82+Iwanicki-7163;7163
 Jan Kreczmar ;/person/Jan+Kreczmar-8850;8850
 Ryszard Olesiński I ;/person/Ryszard+Olesi%C5%84ski-70981;70981
 Dominika Figurska ;/person/Dominika+Figurska-74387;74387
 Ferdynand Matysik ;/person/Ferdynand+Matysik-8864;8864
 Stanisław Igar ;/person/Stanis%C5%82aw+Igar-7053;7053
 Agnieszka Warchulska ;/person/Agnieszka+Warchulska-499;499
 Adam Mularczyk ;/person/Adam+Mularczyk-8828;8828
 Alicja Jachiewicz ;/person/Alicja+Jachiewicz-8700;8700
 Adolf Dymsza ;/person/Adolf+Dymsza-41781;41781
 Jerzy Karaszkiewicz ;/person/Jerzy+Karaszkiewicz-8893;8893
 Dorota Kamińska ;/person/Dorota+Kami%C5%84ska-3389;3389
 Małgorzata Bogdańska ;/person/Ma%C5%82gorzata+Bogda%C5%84ska-78184;78184
 Zbigniew Preisner ;/person/Zbigniew+Preisner-303;303
 Maciej Góraj ;/person/Maciej+G%C3%B3raj-8697;8697
 Jerzy Block ;/person/Jerzy+Block-8547;8547
 Krzysztof Zanussi ;/person/Krzysztof+Zanussi-291;291
 Barbara Kałużna ;/person/Barbara+Ka%C5%82u%C5%BCna-124298;124298
 Andrzej Fedorowicz ;/person/Andrzej+Fedorowicz-8557;8557
 Abel Korzeniowski ;/person/Abel+Korzeniowski-12431;12431
 Waldemar Modestowicz ;/person/Waldemar+Modestowicz-356182;356182
 Elżbieta Jędrzejewska ;/person/El%C5%BCbieta+J%C4%99drzejewska-241256;241256
 Anita Sokołowska ;/person/Anita+Soko%C5%82owska-164932;164932
 Jan Piechociński ;/person/Jan+Piechoci%C5%84ski-8781;8781
 Andrzej Precigs ;/person/Andrzej+Precigs-59521;59521
 Jerzy Dominik ;/person/Jerzy+Dominik-118552;118552
 Magdalena Berus ;/person/Magdalena+Berus-1623851;1623851
 Krzysztof Zakrzewski ;/person/Krzysztof+Zakrzewski-62617;62617
 Krzesimir Dębski ;/person/Krzesimir+D%C4%99bski-494;494
 Andrzej Grabarczyk ;/person/Andrzej+Grabarczyk-8813;8813
 Jonasz Tołopiło ;/person/Jonasz+To%C5%82opi%C5%82o-170873;170873
 Barbara Zielińska I ;/person/Barbara+Zieli%C5%84ska-63768;63768
 Dominika Ostałowska ;/person/Dominika+Osta%C5%82owska-2731;2731
 Paulina Gałązka ;/person/Paulina+Ga%C5%82%C4%85zka-1513839;1513839
 Halina Skoczyńska ;/person/Halina+Skoczy%C5%84ska-59272;59272
 Małgorzata Potocka I ;/person/Ma%C5%82gorzata+Potocka-6062;6062
 Katarzyna Łaska ;/person/Katarzyna+%C5%81aska-456873;456873
 Iwona Rulewicz ;/person/Iwona+Rulewicz-86066;86066
 Beata Wyrąbkiewicz ;/person/Beata+Wyr%C4%85bkiewicz-282262;282262
 Agnieszka Podsiadlik ;/person/Agnieszka+Podsiadlik-564942;564942
 Małgorzata Szumowska ;/person/Ma%C5%82gorzata+Szumowska-464;464
 Adam Cywka ;/person/Adam+Cywka-152883;152883
 Krzysztof Janczar ;/person/Krzysztof+Janczar-62646;62646
 Agata Gawrońska-Bauman ;/person/Agata+Gawro%C5%84ska+Bauman-61716;61716
 Marcin Jędrzejewski I ;/person/Marcin+J%C4%99drzejewski-2798;2798
 Joanna Żółkowska ;/person/Joanna+%C5%BB%C3%B3%C5%82kowska-6563;6563
 Bartłomiej Świderski I ;/person/Bart%C5%82omiej+%C5%9Awiderski-56089;56089
 Dorota Landowska ;/person/Dorota+Landowska-7494;7494
 Paulina Szostak ;/person/Paulina+Szostak-2033781;2033781
 Maja Hirsch ;/person/Maja+Hirsch-91170;91170
 Magdalena Waligórska ;/person/Magdalena+Walig%C3%B3rska-464410;464410
 Szymon Kuśmider ;/person/Szymon+Ku%C5%9Bmider-147058;147058
 Piotr Miazga ;/person/Piotr+Miazga-48277;48277
 Dariusz Siatkowski ;/person/Dariusz+Siatkowski-8861;8861
 Ewa Kolasińska I ;/person/Ewa+Kolasi%C5%84ska-8934;8934
 Zbigniew Waleryś ;/person/Zbigniew+Walery%C5%9B-152874;152874
 Bartosz Walaszek ;/person/Bartosz+Walaszek-135861;135861
 Maria Zbyszewska ;/person/Maria+Zbyszewska-7938;7938
 Emilia Komarnicka-Klynstra ;/person/Emilia+Komarnicka+Klynstra-906132;906132
 Adrianna Biedrzyńska ;/person/Adrianna+Biedrzy%C5%84ska-8626;8626
 Małgorzata Lorentowicz ;/person/Ma%C5%82gorzata+Lorentowicz-8860;8860
 Maria Niklińska ;/person/Maria+Nikli%C5%84ska-138224;138224
 Jerzy Łapiński ;/person/Jerzy+%C5%81api%C5%84ski-52537;52537
 Antoni Krauze ;/person/Antoni+Krauze-41045;41045
 Marcin Przybylski ;/person/Marcin+Przybylski-10103;10103
 Łukasz Palkowski ;/person/%C5%81ukasz+Palkowski-195274;195274
 Anna Samusionek ;/person/Anna+Samusionek-6797;6797
 Jaśmina Polak ;/person/Ja%C5%9Bmina+Polak-1546729;1546729
 Barbara Kwiatkowska-Lass ;/person/Barbara+Kwiatkowska+Lass-44482;44482
 Barbara Wrzesińska ;/person/Barbara+Wrzesi%C5%84ska-8705;8705
 Helena Sujecka ;/person/Helena+Sujecka-778753;778753
 Piotr Bajor I ;/person/Piotr+Bajor-8627;8627
 Renata Pałys ;/person/Renata+Pa%C5%82ys-8896;8896
 Bartosz Chajdecki ;/person/Bartosz+Chajdecki-920102;920102
 Sławomir Idziak ;/person/S%C5%82awomir+Idziak-10478;10478
 Piotr Witkowski II ;/person/Piotr+Witkowski-1661689;1661689
 Marzena Kipiel-Sztuka ;/person/Marzena+Kipiel+Sztuka-100459;100459
 Artur Pontek ;/person/Artur+Pontek-59971;59971
 Łukasz Nowicki I ;/person/%C5%81ukasz+Nowicki-7496;7496
 Janusz Zadura ;/person/Janusz+Zadura-140455;140455
 Teresa Budzisz-Krzyżanowska ;/person/Teresa+Budzisz+Krzy%C5%BCanowska-8621;8621
 Bartłomiej Kotschedoff ;/person/Bart%C5%82omiej+Kotschedoff-1189419;1189419
 Bohdan Smoleń ;/person/Bohdan+Smole%C5%84-49497;49497
 Krystyna Czubówna ;/person/Krystyna+Czub%C3%B3wna-63033;63033
 Jarosław Jakimowicz ;/person/Jaros%C5%82aw+Jakimowicz-4287;4287
 Urszula Modrzyńska ;/person/Urszula+Modrzy%C5%84ska-8565;8565
 Edyta Jungowska ;/person/Edyta+Jungowska-7162;7162
 Jan Świderski ;/person/Jan+%C5%9Awiderski-8561;8561
 Grażyna Zielińska ;/person/Gra%C5%BCyna+Zieli%C5%84ska-143223;143223
 Jacek Borcuch ;/person/Jacek+Borcuch-334;334
 Piotr Siwkiewicz ;/person/Piotr+Siwkiewicz-53229;53229
 Teresa Marczewska ;/person/Teresa+Marczewska-8874;8874
 Ewa Konstancja Bułhak ;/person/Ewa+Konstancja+Bu%C5%82hak-3449;3449
 Mariusz Czajka I ;/person/Mariusz+Czajka-74750;74750
 Kajetan Lewandowski ;/person/Kajetan+Lewandowski-138192;138192
 Andrzej Sekuła ;/person/Andrzej+Seku%C5%82a-10323;10323
 Ewa Serwa ;/person/Ewa+Serwa-62090;62090
 Malwina Buss ;/person/Malwina+Buss-782855;782855
